tcpID,sourceline,sourcepos,context
A81247,3106,869,"The weary and heavy laden are the men invited to Christ for ease and refreshment;(<CITATION>) for indeed such ony seek him, and can be satisfied in him, and duly savour him; the full stomach of a proud Pharisee, loaths the honey-comb of Christ his righ∣teousnesse; whil'st to the hungry appetite of the humbled sin∣ner, the bitterest passions of a Saviour are exceeding sweet; the deeper the sense of misery, the sweeter is the sense of mer∣cy."
A44438,753,208,"The Commands of God are all of them hard Sayings and grievous Impositions that he cannot bear; he could believe Christ sooner in any thing than when he tells him,(<CITATION>) My Yoke is easy and my Burthen is light."
A47542,2826,521,"11. peace and quiet to a disturbed and distressed Mind, when the Pro∣mises are set home with Power upon the Conscience: How many hath that one Word revived, that have been ready to drop into Hell in the sense of their Sin; Come unto me all ye that labour and (<CITATION>) are heavy laden, and I will give you rest."
A47542,3249,975,"Such indeed who are conceited of their own Righteousness, or swelled with a good Opinion of their own good Works, good Deeds, and good Duties, will not come to Christ, such think they need no such Physician as Christ is: But you that see you have no Righteousness of your own, but that all your Righteousness is as Dung, O look to Christ, come to Christ, hear what he says to such that are lost, that are under the burden of their Sins, and wound∣ed ones; Come to me all ye that labour and are heavy laden, and I (<CITATION>) will give you rest."
A47542,3966,307,(<CITATION>)
B11188,460,0,"So runnes his Bill, (<CITATION>) Venite ad me omnes."
A02591,268,40,"Due satisfactions, vndue supere∣rogations, patronages of Saints, bargaines of Indulgences, wooll∣ward pilgrimages, and at last (af∣ter whips and haire-clothes) leaue the dying soule to a feare of Hell, doubt of Heauen, assurance of Purgatory flames; How truly may it now say to these Doctors,  as Iob to his friends, Miserable comforters are yee all; Hearken, O yee deare Christians, to a better voice that sounds from heauen; Come to me all yee that labour,(<CITATION>) and are heauy laden, and I will giue you rest."
A17698,1119,674,"It is to thee that hee speaketh when hee sayth, Come vnto mee all ye that are weary and ouer∣loden,(<CITATION>) and I will refreshe you."
A17698,6622,2054,"Those therefore which are so ouermastred, haue neede to be comforted at Gods hand, accordingly also as we see howe our Lord Iesus Christ speaketh to that sorte of men, saying;(<CITATION>) Come vnto me al ye that are wearie and ouerloden, and I will refresh you, and yee shall finde rest vnto your soules."
A46755,820,0,"So to specifie it, and to shew it in some of these more expressy, Christ saith: Come unto mee all yee that labour; yet the same mouth saith: (<CITATION>) No man an come unto mee, Iohn 6.44. except the Father which hath sent mee draw him."
A16554,328,616,"I am the way: promising in generall, (<CITATION>) Come to mee all yee that are wearie and laden, and I will ease you: performing his word in particular; O woman, thy faith hath saued thee, Luke 7."
A16554,885,211,"21. cried in the streets among the prease, powring out his minde and saying, (<CITATION>) Come to mee all yee that are weary and laden and I will ease you."
A16554,1437,552,"25. dyed for our sinnes, and is risen a∣gaine for our iustification, and now sitteth at the right hand of God as our mediator and aduocate, promising in his (<CITATION>) holy word to refresh all such as groane vnder the burthen of their debt."
A16554,1636,703,"21. streetes among the people, (<CITATION>) Come to me all that are laden, and I will ease you."
A19986,129,1251,"And againe, (<CITATION>) Come vnto me, all yee that are weary and laden, and I will ease you."
A69044,368,0,"First let the Conscience be soundly wounded, and tru∣ly sorrowfull for offending God; let the sting of sinne be throughly felt, and the wounds of sinne searched to the bottome, though it be with much pain and grief: for to skin over a sore before the deadly corruption be let out and cleansed, is very hurtfull: and so is mini∣string of comfort to a man not repentant: Christ calls them onely that labour and are heavy laden with the burden of their sinnes: (<CITATION>) such onely he came to ease, and heal."
A69044,393,0,"These are they whom our Savi∣our so lovingly calls, even them that (<CITATION>) labour and are heavie laden with the burden of their sinnes, to give them ease and rest."
A21064,186,297,The swéete pro∣clamatiō of Christ teacheth the same: Come vnto me all ye that labour sore (<CITATION>) and are laden and I will ease you.
A10659,1711,998,"The more the Law doth discover our owne leannesse, scraggednesse and penurie, the more doth the Soule of a Holy man delight in it be∣cause Gods mercie is magnified the more, who filleth the(<CITATION>) hungrie, and refrsheth the weary, and with whom the fatherlsse findeth mercie."
A10659,2113,104,(<CITATION>) Come unto mee all that are wearie.
A10931,282,146,"For when we who were without hope sometime, yea in great feare that we should neuer see God in his glorie, shall come to haue our hearts eased,(<CITATION>) and find rest to our soules."
A10931,676,760,"In the eleuenth of Matthew he meaneth the same in o∣ther words, where he saith, Come to me all ye that trauell,(<CITATION>) and be loaden, and I will ease you."
A14176,994,0,"14. an Aungell of light, and make vertue to seeme vglie and vice beautifull vnto man, vnto this wise∣dome and true knowledge is also power to resist him requisite to be adioyned, for to no purpose were it, if we could neuer so cun∣ningly deciphar the subtilties of Sathan and discerne them at the first, vnlesse we be also able to resiste him, (for els haue we but gotten this, that where other men goe headlong into destruction and know not of it, we should wittingly & willingly do the same) this power is no way to be sought or founde within our selues, or in any thing    that we can do, but onely of the Lord, who as he is able, so is hee willing to helpe all those that seeke to him: for so hee sayth, (<CITATION>) come vnto me all ye that trauaile and are heauie burthened and I will ease you, Math. . 7. aske and you shall haue, seeke and ye shall finde, nowe this commyng vnto him is by Fayth, and repentaunce, care∣fully vsing those meanes that hee hath prescribed in his word, and this must not onely be, but it must also be without delay, resisting the beginning."
A03128,150,102,"It is euen vpon such  a wearyed and distressed body that Christ calleth, saying, Come to me, and I will ease you and refresh(<CITATION>) you: we would therefore hearken to the sweet call of IESVS CHRIST, and labour to follow the Saints and seruants of God, seeking onely and finding this way contentment to our soules."
A39934,1191,43,"Come unto me all ye that are weary and heavy laden,(<CITATION>) and I will give you rest."
A17028,129,1327,"It is said of the Husband∣man, that he is not out of worke all the yeare long, for he is changing of ground, breaking vp of grounds, fallowing, plowing, weeding, reaping: no more is the Saint of God out of worke all his life time: and repentance will finde worke, for the Pastor and Teacher, for the Flock and the Disciple: And when we are thus labouring in repentance, let vs hearken to him that saith, Come to me all yee that are we arie, and laden, and I will ease you, take my yoke on you, (<CITATION>) and learne of me that I am meeke and lowly in heart, and yee shall finde rest for your soules, for mine yoake is easie, and my burthen is light."
A51443,133,429,"We come, and at thy call we come,(<CITATION>) as heavy laden to obtain rest, as spiritually sick to recover health, as secretly mournful to receive comfort; we come, and at thine invita∣tion  we come, as thirsty to be refreshed, as hungring to be satisfied, as poor to be enriched."
A51443,370,276,"After humiliation, enquire of God in the means of  grace, press near to him in his ordinances, especially this of the blessed Eucharist: And in this holy Sacrament, hear Christs Venite ad me, his Come unto me,(<CITATION>) extending it self to the hungry, that they come and be satisfied; to the thirsty, that they come and be refreshed; to the weary, that they come and be eased; to the weak, that they come and be strengthened; to the sick, that they come and be healed; to the fainting, that they come and be revived; to them that are fallen, that they come and be restored; yea, to all that have faith and re∣pentance, that they come and be saved."
A51443,788,942,"Hearken and hear; Come unto me,(<CITATION>) all ye that are weary and heavy laden, and I will give you rest."
A04389,274,75,"Fiftly, did not our Sauiour Christ himselfe not onely in∣uite and excite(<CITATION>), but euery where receiue and graciously entertaine repenting sinnersLuke 15.1., euen publicans & harlotsMat."
A96593,271,0,"2.10. for this exhorta∣tion to seeke the Lord, and our Saviours invitation, to come unto him, and the like, doe sufficiently evince, (<CITATION>) that in all Christians God worketh not sicut in lapidibus insensatis, as in senselesse stones, or in creatures that have no reason, as Saint Augustine speaketh, but in men that have a freedome of will to follow af∣ter those things which doe pertaine unto salvation; Aug in epist."
A96593,326,0,"yet there are some times wherein we ought more especi∣ally & more earnestly to seek after him, then at all other times; and those are the times of troubles and adversities, when God scourgeth us for loosing him; (<CITATION>) for so God biddeth us, call upon me in the time of trouble; and Christ saith, come unto mee all you that travell and are heavie Laden; and so the brethren of Joseph sought unto God in their troubles, Ionas 1.5.7. and the Mariners that transported Jonas, though but heathens, yet will they call every man upon his God, Mat."
A03268,334,278,"20.8.. We must not only obey the call of Christ, Come to me (<CITATION>), but the charge also which he giueth, Abide in mee Ioh."
A03268,488,1749,"1.16.. Secondly, to giue the Light of comfort: The spirit of the Lord is vpon mee, (the place is meant of Christ) to giue beautie for ashes, the oyle of ioy for mourning, the garment of gladnesse for the spi∣rit of heauinesse Isay 61.1.3.: And thence commeth that offer made by Christ: Come vnto mee all that are wearie, &c. and yee shall finde rest for your soules (<CITATION>)."
A47437,695,163,"By his Expressions and Invitations;(<CITATION>) Come un∣to me, all ye that Labour, and are heavy Laden, and I will give you Rest?"
A03790,533,57,"Euangelicall, ex pacto secundum quid; being the free donations of Gods soueraigne bounty which worketh all good in all: Come vnto me all ye that trauell and are heauie,(<CITATION>) &c. So God loued the world that he, &c. I am he, behold I am he that putteth away thy vnrighteousnesse euen for my names sake, Isa."
A17690,720,150,"(<CITATION>) Neuerthelesse, be as be may, we sée that our Lorde Iesus Christ calleth none but such as doo labor, and are hea∣uy laden."
A17690,849,614,"The Apostles, Martyres, Patryarches,(<CITATION>) and Prophetes, had also the selfe same néed to runne vnto this common Redéemer of all men."
A17331,2009,30,"(<CITATION>) And the prophet here speaketh vnto them whē he saith,  O'ye disobedient children turne again, for I am your Lord Let them onely beleue, and pray Lord help my vnbeliefe."
A01691,494,923,"Without ex∣ception of persons; for, come vnto me (<CITATION>) all heauie laden, Matth."
A61630,451,671,"Doth not Christ himself invite those who are weary, and heavy laden, to come to him, with a Promise that he will give rest to (<CITATION>) their Souls?"
A50488,84,0,"and so to ease the wound∣ed Conscience by directing it to its true rest: (<CITATION>) These are right words, and how forcible are right words, (Job 6.25.)"
A92776,191,1040,(<CITATION>)
A04028,90,880,"Also where he inviteth those that be weary & loaden to come vnto him to be disburdned & refreshed:(<CITATION>) & the thirsty, to repaire vnto him, & drinko.Ioh."
A12980,316,210,"Nay, not in those, who haue many spirituall prerogatiues, many gifts and graces, that haue learned Christ, yet haue they not so learned of Christ, as this Honourable worthy had done, to be(<CITATION>) Meeke and lowly in heart."
A06799,537,553,"Is it not he also who calleth all men vnto him, saying, Come vnto me all that labour and are heauie laden,(<CITATION>) and I will ease you?"
A05350,125,0,"5.15. bringeth in God, coupling these two together, Till they acknow∣ledge their offence; and seeke my face: because wee must first acknowledge our offence, before wee can seeke Gods face, the full stomacke of a Pharisee will never thirst to drinke of the cup of salvation: Luke 1.53. onely the hungrie and the thirstie; therefore God filleth the hungrie with good things, and sendeth away the full emptie: You see who they are that CHRIST calleth to bee eased of their sinnes; even the wearie and laden, (<CITATION>) Come unto mee yee that are wearie and laden: that is, yee, who finde your consciences to be laden with the burden of the Law, and the burden of sinne and are so weary of these burdens, that they are grievous to you to beare."
A94261,147,798,"38.4. burthen to(<CITATION>) hea∣vy for them, and so long to be rid of it, Rom."
A05205,151,1088,"And when thou art wearie therewith, haue recourse vnto Christ,(<CITATION>) and he will take thy burthen vpon his backe, and relieue thee."
A05205,205,901,"Therefore I will here end it,(<CITATION>) with Christ his large offer to all that lacke helpe: Come vnto Christ all ye that labour and are heauy laden & he will re∣fresh you."
A13711,771,3,"(<CITATION>) He calles vpon vs for our good, Come to  me all ye that are heauy loaden, and I wil re∣fresh you."
A66978,104,151,"First, Their Being in him, by their Coming to him, and Receiving of him, which are but two different Scrip∣ture (<CITATION>) Expressions for their Believing in him."
A12406,15489,56,"Come vnto me (saith Christ) all ye which are wearie,(<CITATION>) and I will refresh you."
A01573,514,8,"13. and presse him as a Cart with Sheaues: we packe vp a bun∣dle of Lyes, Blasphemies, Adulteries, Periuries, Extor∣tions, Fraudes, and then hasten to the Crosse of Christ to vnload them; as if pressing our soules to Hell with wilfull sinnes, yet Christ on the least warning, must ease vs:(<CITATION>) But the Promise is not to men laden with sinne, but with sorrow for sinnes: It is such a load as must  make vs weary, or we haue no promise to be eased."
B01135,257,450,"Hence observ the variety of the Lords speech con∣cerning his people, For first he speakes to us: ac∣cording to that in Saint Matthew,(<CITATION>) Come unto mee all yee that bee weary and heavy laden, and I will ease you: and in the Gospel of Saint Iohn 7.37."
A12982,680,465,"And againe, our Sauiour Christ faith in the same Euangelist: (<CITATION>) Come vnto me all ye that are weary, and laden, and I will ease you."
A61620,110,30,"(<CITATION>) But what Rest can they have, who, notwithstanding their coming to him, do with so much difficulty attain to Eter∣nal Rest?"
A80475,533,0,1.8. but rather as new and evangelical: For there is [a law of Faith] and a vengeance on the [disobedience to the Gospel of the Lord Jesus Christ;] (<CITATION>) yea there is [a yoak of Christ] and which is more admirable [a yoake that easeth: O mirus reficiendi modus.
A40055,863,300,"Saith Christ, Come unto mee,(<CITATION>) all yee that are wearie, and heavy laden, and you shall find rest to your soules; Take my yoake upon you, for my yoake is easie."
A14766,98,325,"Curses, Woe to thee Corazin; Woe (<CITATION>) to thee Bethsaida: but verse 28. hee giueth comfort; Come vnto mee all yee that trauaile and be heauie loaden, and I will refresh you: yea, the very names of some of Christes Apostles, doe teach thus much."
A20536,933,0,"(<CITATION>) And none haue any war∣rant to come vnto Christ, but those that are wearie and heauie laden: if they feele not their sicknesse, the Lord Iesus Christ is not a Phisitian for their turne: he wil not bind vp the wounds, nor cure the maladies of any, but of those, who are touched and pained with the sense and feeling of the same."
A12516,1462,272,"Christ was exceeding plentifull in this kinde of teaching,(<CITATION>) howsoeuer hee did sometimes pro∣nounce iudgements to impenitent sinners, yet it was his vsuall course to preach Gods infinite mercie to all such as would repent,Rom."
A19422,299,666,"Oh say they, God is merciful, a sweet & figgy God, who forgiueth sinnes freely for Christs sake, he sayth, Come to me al you that labour, &c. & I will ease you, and Iesus Christ came into the world to saue sinners,(<CITATION>) &c. These and such like sweete fragmentes, prophane world∣linges and others snatche to them selues, supposing and imagining that they haue greate sweetenesse by them, the adulterer, drunkard, belly god, and carnal man can saye, Christe came to dye for sinners and we hope to bee saued by him, &c. But alas poore soules their sweetnesse shal be tur∣ned to wormewood, their pleasaunt  taste into gal and bitternesse."
A00406,379,328,"Great surely is the weight of this generall speech (vnto all men) hee de∣nyeth himselfe to none, hee is the in∣exhaust fountaine of all goodnesse, euer open vnto all thirsty soules, without exception, hee calleth all vnto him: (<CITATION>) If any man thirst let him come vnto mee and drinke: Come vnto mee all that are weary and laden, and I will ease you."
A00406,796,312,"(<CITATION>) Come vnto me all ye that are weary and laden, and I will ease you."
A25478,2988,752,"(<CITATION>) this, this will make a man merciful, patient, meek, heavenly minded, and yet diligent in his place: this will make him exem∣plary, and as much as in him lyes, to act like God in his place."
A25478,2992,1002,"Labour as well as you can to convince them of the corruption of their nature, of the evil of sin, of their lost and undone state, of their impotency and utter inability to save themselves, or to make the least satisfaction to Divine justice, or to bear that punishment that is due unto them for every sin; shew them their abso∣lute need of a Christ; and that without him there is no salvation; make them to understand what the new birth is, what kind of change it is, and how necessary; and warn them of the danger of miscarriage in conversion, and of taking up with a half work, and resting in the outward part of Reli∣gion,(<CITATION>) and their own righteousness: Put them upon labouring to know God in Christ; this is life eternal to know the only true God, and Jesus Christ whom he hath sent."
A22562,1015,0,"And Christ our Saviour calleth such as are heavy laden, (<CITATION>) and promiseth to give them rest, Math."
A22562,1185,0,"(<CITATION>) Nothing indeed can come hereby to the impenitent, that is, to the obstinate and wilfull offen∣der tha resolveth to continue in his sinne, neither can he looke for any thing but judgement that hangeth over his head and lyeth at the dore: but to the humble and repen∣tant sinner there are a thousand comforts, & a treasury of mercies laid up in store for him, to keepe & preserue him from doubting and despaire."
A16485,1894,731,"Yea all who feele themselues to be weary,(<CITATION>) and heauy laden, if they come to him, or his sonne, he hath promised to helpe them."
A76447,522,0,"(<CITATION>) Come unto me you that are weary and heavy laden, and J will give you rest."
A01979,2917,759,"This is an euidence that thou art one of those to whom Christ is giuen: for Christ after peculiar manner inuiteth such to come vnto him, saying,(<CITATION>) Come vnto me all ye that are laden and weary, and I will ease you."
A78903,862,673,"When thou hearest the Promises, and art in a cold sweat, and hast a fear and trembling seizing up∣on thee, lest they should not belong to thee, doubt not, but that they do belong to thee; For Christ hath said, Come unto mee (<CITATION>) all yee that are weary, and heavy laden, and I will give you rest."
A78903,940,87,"Christ saith, Come unto mee all yee that labour and are heavy laden, and I (<CITATION>) will give you rest."
A29098,690,0,"(<CITATION>) The weary and heavy laden, those who labour'd under the burden and sense of their Sins, he kindly invited to come to him, promising them Rest, and encouraging them by that meekness and lowlinss of heart which he was ready to ex∣ercise towards them."
A29098,1288,0,"He made a general and an earnest Invitation to Sinners, (<CITATION>) to come to him, if they were but touch'd with a Sense of their Sins, and were desirous to be deliver'd from the Burden of them, assuring them for their En∣couragement, that he was lowly in Heart."
A31085,327,360,"He findeth it made good to him, which our Lord in∣viting him did promise, Come unto me, all (<CITATION>) ye that labour and are heavy laden, and I will give you rest: he feeleth the truth of those Divine assertions, Thou wilt keep Isa."
A31085,480,566,"No Philosopher, with truth and reason, can make that overture to us which our Lord doth; Come unto me, all ye that are (<CITATION>) weary and heavy laden, and ye shall find rest to your souls."
B27417,2550,552,"23.34. but that sadness and heaviness is, because men have hard hearts, and will not be∣lieve; not believe him when he calls,(<CITATION>) Come unto me all ye that are weary and heavy-laden, and I will refresh you."
B27417,5668,532,"(<CITATION>) Why doth he call to him all that labour, and are hea∣vy-laden, except it were to make it evident, that he came to seek and save that which was lost?"
B27417,5697,53,"To this purpose he hath exalted his seat of mercy,(<CITATION>) and set it above all his works, on which being set, he proclaims, Come ye all unto me, and gives us under an oath assurance to come, protesting, I will not the death of a sinner.Ezech."
A40888,1453,1538,"And our Saviour hath registred his in his Gospel, and left it as an invitation to turn,(<CITATION>) Come unto me, all ye that be weary of your evil wayes, and are heavy laden, feel the burden you did sweat under whilest you were in them; and I will ease you, that is, I will deliver you from this body of Sin,Rom."
B12270,247,1144,"In a word, he came to deliuer men out of the strong holds of sinne, with a Venite ad me omnes e: (<CITATION>) Come vnto me all yee that are weary and heauy laden, and I  will refresh you."
A42120,190,0,(<CITATION>) These are the first things which the sinner is to mind; Why will ye die?
A42120,367,0,"Yes, inviting mercy;   Christ himself did so; he came not to call the righteous, but sinners to repentance: Indeed he calls them to mer∣cy by the way of repentance; (<CITATION>) Come unto me all ye that labour, and are heavy laden, and I will give you rest: the invitation is to the worst of sinners, sensible of sin as a burthen."
A42120,1832,0,"Yes; but this invitation is to such as thirst; Ho every one that thirsteth come— And this thirst of the sinner comes through the Consciences labouring under the burden of sin, and sense of Divine wrath: (<CITATION>) Come un∣to me all ye that labour, and are heavy laden, and I will give you rest."
A42120,1876,0,"O then come to Christ, and stick not in the way, but come home to him, (<CITATION>) and he'l ease your Conscience of it's burden; come to Christ on his own terms, and you are made for ever."
A42120,2309,0,"That Christ means to bring them from all other Sanctuaries to himself; (<CITATION>) Come unto me all ye that la∣bour and are heavy laden, and I will give you rest."
A86368,640,360,"(<CITATION>) Therefore Christ in the Gospel invites only such to come unto him as finde themselves weary & heavy la∣den, and rejected the Pharisees that trusted in themselves,Mat."
A86368,911,2375,"Christs invitation of sinners is generall,(<CITATION>) Come unto me all ye that are Weary and heavy loaden, and I will refresh you."
A46627,98,210,"His Conversation the most plain and easie,(<CITATION>) the most full and comprehensive, the most encouraging and authentick Pattern for his Followers to imitate in their Christian course of life, in defiance to that grand Impostor; that while they behold him as the Captain of their Salvation, despising the World, confronting the Devil, bearing Afflictions with patience, Persecutions with cheerfulness, resisting and overcoming Tempta∣tions, forgiving and loving his Enemies, willing to live so long as God pleased, yet ready to die the most ig∣nominious accursed death, since it was the determinate counsel of God: Whilst his Disciples thus consider his regular Piety, his undaunted Courage, they may learn to do likewise; and in opposition to the Prince of Dark∣ness, be encouraged to do, to suffer, and to be, whatever God shall be pleased to call them to."
A73031,133,363,"11.4.17. the death of her husband and of many others, and such a death, as to die by the sword of the vncircumcised, which was most reproch∣full: that now the holy Ghost should direct the pen of the E∣uangelist to draw Christs linage by name from these, & not to deriue him from Sara & Rebecca, that were excellētly famous, and that Dauid the type of the Messias should be such a blou∣dy man, may be a consolation to al bleeding christians, & may teach vs, that though our sins be neuer so hainous in respect of the qualitie of them, or neuer so many in respect of the mul∣titude of them, yet if at any time we be wearie with a full dete∣station of them,(<CITATION>) and a resolute purpose to amend them, Christ will refresh vs, and will scatter them before him, euen as the dust before the winde: and the greater is our condemnation, if hauing so much mercie we repent not."
A02178,3430,89,"Secondly, that we feeling the weight of our sinnes, desire to leaue them, and be freed(<CITATION>) from the punishment due vnto them."
A14690,197,397,"7. a sunder: by signes, from (<CITATION>) Heauen: by monsters, vppon earth: by Matth."
A05280,509,138,"But rather our words will cary weight, pierce, and wound such as trauell and bee heauy laden, groane vnder the burthen of their sinnes,(<CITATION>) and looke for the day of  their redemption."
A15722,128,180,"Hee in whom all health was promised, who offred himselfe to all others, healing all diseases,(<CITATION>) and calling all that were weary to Him, to take exception against her a∣lone, and to giue such a smart, and discourteous answer, as might put her beside all hope of com∣fort?"
A12165,98,695,"(<CITATION>) For seeing that the promi∣ses of the Gospell are a readie way to leade vs to the knowledge of Gods mercy reueyled in Christ, in whom it pleaseth the father that al  fulnes should dwell, and in whom are all the treasures of wisedome & vnderstanding, to whom wee can not come, but being fully perswa∣ded, that our saluation resteth in his free grace and mercy: the ob∣iecte of our faith, which shee doth chiefly behold, must of necessitie be the promises of the Gospel, laying forth to vs Christe crucified for our sinnes,Ioh."
A12165,123,45,"but the arke & ship of God, is made  of the pyne trees of his word,(<CITATION>) pit∣ched within & without, with the assured grace of Christ, marked with the spirit of God and faith, fraughted with ye weighty merits of Christs passion, casting sure an∣chor in his promises directed by his mediation to the father, embolde∣ned with his blood against ye rocks and gates of death, defēded with ye ordinance of Christian armour against the force of Sathan,Ephe."
