Unnamed: 0,verse_id,score,text,verse_text,prediction,correction,length_disparity
44080,Proverbs 13.18 (Vulgate) - 0,0.9351984262466432,Tarditatem Supplicii: grauitate compensat:,Egestas et ignominia ei qui deserit disciplinam;,False,,False
138250,Hebrews 12.10 (Vulgate) - 1,0.9339503049850464,Respectu Communicationis Idlomatum dictum.,hic autem ad id quod utile est in recipiendo sanctificationem ejus.,False,,False
181447,1 Corinthians 11.3 (Geneva),0.931231677532196,Propositions Concerning Christ Priesthood.,"But I wil that ye know, that Christ is the head of euery man: and the man is the womans head: and God is Christs head.",False,,False
42056,Ecclesiasticus 19.28 (Vulgate) - 0,0.9274870753288268,Contradicenti• contraria est consequentia.,"Est correptio mendax in ira contumeliosi, et est judicium quod non probatur esse bonum:",True,,False
53044,1 Corinthians 5.8 (Vulgate) - 2,0.9275730848312378,Judicium. charitatis non infallibilitatis.,sed in azymis sinceritatis et veritatis.,False,,False
207763,Proverbs 15.8 (Vulgate),0.9454124569892884,"Ingenuity beneficia•, flagilia, supplicia.",Victimae impiorum abominabiles Domino; vota justorum placabilia.,False,,False
151819,Romans 14.23 (ODRV),0.9269186854362488,Sanctification seen before Justification.,"But he that discerneth, if he eate, is damned; because not of faith. For al that is not of faith, is sinne.",False,,False
130097,1 Chronicles 26.21 (Vulgate) - 1,0.9291175603866576,Aeneas Sylvius. Vespergensis Paralipomen.,"de Ledan principes familiarum Ledan, et Gersonni, Jehieli.",False,,False
211808,Lamentations 2.5 (Vulgate) - 0,0.9334877729415894,"Antivertit, anticipavit obven•t. Buxtorf.","He Factus est Dominus velut inimicus, praecipitavit Israel:",True,,False
63007,Numbers 26.36 (Vulgate),0.9393193125724792,"I•hannes Iugdunensis, Sarcinater Batavus.","Porro filius Suthala fuit Heran, a quo familia Heranitarum.",False,,False
114098,1 Chronicles 26.3 (Vulgate),0.939070999622345,"I•hannes •ugdunensis, Sarcinater B•tavus.","AElam quintus, Johanan sextus, Elioenai septimus.",True,,False
233446,John 5.14 (Vulgate) - 2,0.9477196931838988,"Calumniare Audacitèr, Aliquid adhaerebit.","jam noli peccare, ne deterius tibi aliquid contingat.",False,,False
55446,Galatians 6.15 (Tyndale),0.9302595257759094,Sanctification follows effectual calling.,For in Christ Iesu nether circucision avayleth eny thinge at all nor vncircumcision: but a new creature.,False,,False
158203,Proverbs 14.30 (Douay-Rheims) - 0,0.9258177876472472,Carnal-self-love the greatest incendiary.,Soundness of heart is the life of the flesh:,False,,False
76513,Hebrews 9.23 (Vulgate) - 0,0.9489201307296752,Origen. vocat signataspecatorum imagin•s.,Necesse est ergo exemplaria quidem caelestium his mundari:,False,,False
205033,Mark 3.30 (Vulgate),0.9273629188537598,"Spiritus Calvinian, spiritus Melancholic.",Quoniam dicebant: Spiritum immundum habet.,True,,False
109571,Tobit 2.20 (Vulgate),0.94762122631073,Cogitans eversionē ecclesiarum. Eusebius,Unde factum est ut haedum caprarum accipiens detulisset domi:,False,,False
73248,1 Samuel 15.23 (Vulgate) - 0,0.9210527539253236,"Doubting, Errante, Repugnant cons•ient•a.","Quoniam quasi peccatum ariolandi est, repugnare:",True,,False
39795,1 Chronicles 26.21 (Vulgate) - 1,0.923850417137146,Stapleton Triplinicat. Adversus Whitaker.,"de Ledan principes familiarum Ledan, et Gersonni, Jehieli.",False,,False
237051,James 3.15 (Vulgate),0.9220651984214784,"Causa, External, irritatriae, excitativa.","non est enim ista sapientia desursum descendens: sed terrena, animalis, diabolica.",False,,False
187324,1 Kings 20.11 (Vulgate) - 2,0.9396321177482604,"Vitellius trepidus, dein'temulentus, Tac.","Ne glorietur, accinctus aeque ut discinctus.",False,,False
94216,1 Kings 20.11 (Vulgate) - 2,0.9302818179130554,"Vitellius trepidus, dein'temulentus. Tac.","Ne glorietur, accinctus aeque ut discinctus.",False,,False
163210,1 Corinthians 11.3 (Geneva),0.9364782571792604,Unjustified without Christ satisfaction.,"But I wil that ye know, that Christ is the head of euery man: and the man is the womans head: and God is Christs head.",False,,False
187207,John 1.36 (Wycliffe),0.931661069393158,Information Concerning primitive estate.,"and he biheeld Jhesu walkinge, and seith, Lo! the lomb of God.",False,,False
17015,Jeremiah 10.8 (Douay-Rheims) - 1,0.9247455596923828,Ambrose Overthroweth Watsons Foundation.,the doctrine of their vanity is wood.,False,,False
197674,Revelation 19.10 (ODRV),0.9376595616340636,adore plenitudinem Scriptures. Tertulian,"And I fel before his feete, to adore him. And he saith to me: See thou doe not; I am thy fellow-seruant, and of thy Brethren that haue the testimonie of IESVS. Adore God. For the testimonie of IESVS, is the spirit of prophecie.",True,,True
92914,Deuteronomy 6.9 (Wycliffe),0.9309238195419312,"Foundation, buttresses and contignation.",and in the doris of thin hows.,False,,False
210547,Leviticus 21.8 (Douay-Rheims) - 0,0.925416886806488,Propositions explaining the Observation.,And offer the leaves of proposition.,False,,False
178507,John 5.14 (Vulgate) - 2,0.9464552998542786,"Calumniare fortiter, Aliquid adhaerebit.","jam noli peccare, ne deterius tibi aliquid contingat.",False,,False
70694,1 Timothy 4.16 (ODRV),0.9229300618171692,Watchfulness necessary to mortification.,"Attend to thy self, and to doctrine: be earnest in them. For, this doing, thou shalt saue both thy self and them that heare thee.",False,,True
162883,1 Timothy 4.9 (Vulgate),0.945639967918396,Optimus textuarius estoptimus Theologus.,"Fidelis sermo, et omni acceptione dignus.",True,,False
184937,Daniel 11.36 (Vulgate),0.9214125871658324,"Causa, Interna, antecedens, dispositiva.","Et faciet juxta voluntatem suam rex, et elevabitur, et magnificabitur adversus omnem deum: et adversus Deum deorum loquetur magnifica, et dirigetur, donec compleatur iracundia: perpetrata quippe est definitio.",False,,True
210942,John 1.36 (Wycliffe),0.9206783771514891,Propositions Concerning godly sincerity.,"and he biheeld Jhesu walkinge, and seith, Lo! the lomb of God.",False,,False
215303,Exodus 4.26 (Vulgate),0.9408649802207948,Propter fidem resurrectionis Astruendam.,Et dimisit eum postquam dixerat: Sponsus sanguinum ob circumcisionem.,False,,False
108592,Job 12.5 (Vulgate),0.9438408613204956,Pietatem huma•ita•i intercalarem facere.,Lampas contempta apud cogitationes divitum parata ad tempus statutum.,False,,False
208153,2 Maccabees 5.11 (Vulgate) - 1,0.948271095752716,"Perduellibus victis, Confectâ Provinciâ.","et ob hoc profectus ex AEgypto efferatis animis, civitatem quidem armis cepit.",False,,False
164386,Daniel 6.12 (Vulgate) - 3,0.9406973719596864,"Quamvis obnubiletur, etc. Oeculampadius.","Verus est sermo juxta decretum Medorum atque Persarum, quod praevaricari non licet.",False,,False
168694,Psalms 60.1 (Vulgate),0.9351397156715392,Hieron. Dialogue. Advantage Luciferian.,In finem. In hymnis David.,False,,False
217282,Ecclesiasticus 44.9 (Vulgate),0.9497761726379396,Perierunt antequam perierunt. Salvation,"Et sunt quorum non est memoria: perierunt quasi qui non fuerint: et nati sunt quasi non nati, et filii ipsorum cum ipsis.",True,,True
62970,Psalms 38.1 (Vulgate),0.9291223287582396,Jerome Apollinarian: Adversus R•ffinum.,"In finem, ipsi Idithun. Canticum David.",False,,False
2978,Nahum 1.1 (Vulgate),0.9358490109443665,Fisherus cōtra captiuita. Babylonicam.,Onus Ninive. Liber visionis Nahum Elcesaei.,False,,False
59207,Proverbs 15.33 (Douay-Rheims),0.9368812441825868,Sanctification Goes with Justification.,The fear of the Lord is the lesson of wisdom: and humility goeth before glory.,False,,False
176707,Ecclesiasticus 3.1 (Douay-Rheims) - 1,0.929950475692749,1. Lesson-Compassion towards sufferers.,"and their generation, obedience and love.",False,,False
212566,2 Maccabees 6.17 (Vulgate) - 1,0.9273833632469176,Hactenus exordium sequitur Proposition.,Jam enim veniendum est ad narrationem.,False,,False
158004,Ecclesiasticus 10.11 (Vulgate),0.9421981573104858,Concordiā communae periculum tollitur.,Omnis potentatus brevis vita; languor prolixior gravat medicum.,False,,False
109351,1 Chronicles 24.25 (Vulgate),0.9247691035270692,"Excellentissimo, June Vincent, Sanctes.","Frater Micha, Jesia: filiusque Jesiae, Zacharias.",False,,False
121774,Psalms 15.1 (Vulgate),0.939935028553009,Sermon consolatorius inscriptus sermon.,"Tituli inscriptio, ipsi David. Conserva me, Domine, quoniam speravi in te.",True,,False
176230,Isaiah 33.8 (Vulgate) - 1,0.9294548630714417,"arguit redarguit, Corripuit, judicavit.","irritum factum est pactum, projecit civitates, non reputavit homines.",False,,False
226932,Revelation 19.10 (ODRV),0.9266207814216614,adore Scriptures plenitudinem Tertulian,"And I fel before his feete, to adore him. And he saith to me: See thou doe not; I am thy fellow-seruant, and of thy Brethren that haue the testimonie of IESVS. Adore God. For the testimonie of IESVS, is the spirit of prophecie.",False,,True
73196,Nahum 1.10 (Vulgate),0.956225574016571,"Consumente ubertate, seminum exustione.","quia sicut spinae se invicem complectuntur, sic convivium eorum pariter potantium; consumentur quasi stipula ariditate plena.",True,,True
160859,Ecclesiasticus 43.7 (Vulgate),0.9333563446998596,Calum•iare fortiter Aliquid adhae••bit.,A luna signum diei festi: luminare quod minuitur in consummatione.,False,,False
76494,Ecclesiasticus 41.25 (Vulgate),0.922519028186798,Vicinity lapsibus adol•••••• Chrysostom,"a salutantibus de silentio, a respectu mulieris fornicariae, et ab aversione vultus cognati.",False,,False
49892,Hebrews 10.9 (Vulgate),0.9217099547386168,Principiatū sequitur Nature principij.,"tunc dixi: Ecce venio, ut faciam, Deus, voluntatem tuam: aufert primum, ut sequens statuat.",False,,False
141198,Nehemiah 10.8 (Douay-Rheims),0.924534261226654,"Germany, France, Netherlands, Scotland.","Maazia, Belgia, Semeia: these were priests.",False,,False
238395,Nehemiah 12.3 (Vulgate); Nehemiah 12.3 (Douay-Rheims),0.9269437193870544,Lebanon. Sophista Socrates Apollinarian,"Sebenias, Rheum, Merimuth,",False,,False
94256,1 Chronicles 27.30 (Vulgate),0.9450578689575196,Bellaper Ematheosplusquam Civil campos.,"super camelos vero, Ubil Ismahelites: et super asinos, Jadias Meronathites:",False,,False
167875,Proverbs 31.1 (Douay-Rheims) - 1,0.9258825778961182,Augustine's Interpre•ation not allowed.,The vision wherewith his mother instructed him.,False,,False
127158,Psalms 95.6 (ODRV) - 1,0.9377771615982056,"5. Incensiblenesse, and immoveableness.","holinesse, and magnificence in his sanctification.",False,,False
230870,Joshua 7.7 (Vulgate) - 2,0.9259222149848938,Periissem nisi periissem. Themistocles.,"utinam ut coepimus, mansissemus trans Jordanem.",False,,False
164879,Matthew 5.35 (Vulgate) - 1,0.9466041922569276,Cum Hierosolymitanis habitat Jebusaeus.,"neque per Jerosolymam, quia civitas est magni regis:",False,,False
141985,Psalms 1.4 (Vulgate) - 1,0.9502509832382202,"Tanquam insolido pavimento, Ambassadors",sed tamquam pulvis quem projicit ventus a facie terrae.,False,,False
141943,James 2.13 (Vulgate),0.9360090494155884,Miserecordia puniens justitia Grieving.,Judicium enim sine misericordia illi qui non fecit misericordiam: superexaltat autem misericordia judicium.,True,,False
237050,Daniel 11.36 (Vulgate),0.9246636629104614,"Causa Interna, antecedens, dispositiva.","Et faciet juxta voluntatem suam rex, et elevabitur, et magnificabitur adversus omnem deum: et adversus Deum deorum loquetur magnifica, et dirigetur, donec compleatur iracundia: perpetrata quippe est definitio.",False,,True
172768,Exodus 4.26 (Vulgate),0.9211358428001404,Carnem Angelificatam; the Resurrection.,Et dimisit eum postquam dixerat: Sponsus sanguinum ob circumcisionem.,False,,False
13406,Romans 14.23 (ODRV),0.9317876696586608,Distinction of righteousness necessary.,"But he that discerneth, if he eate, is damned; because not of faith. For al that is not of faith, is sinne.",False,,False
117624,Ecclesiasticus 3.1 (Douay-Rheims) - 1,0.926579475402832,"Fourthly, confirmation, to information.","and their generation, obedience and love.",False,,False
142226,Ecclesiasticus 27.24 (Vulgate),0.9341607093811036,Perdifficite est •ominemexue••e Laertes,"denudare autem amici mysteria, desperatio est animae infelicis.",False,,False
162153,Isaiah 29.6 (Vulgate),0.9451674222946168,Principiatum Respondet suis principiis.,"eritque repente confestim. A Domino exercituum visitabitur in tonitruo, et commotione terrae, et voce magna turbinis et tempestatis, et flammae ignis devorantis.",False,,True
28985,John 1.36 (Wycliffe),0.924790382385254,Christ words corrupted sacralegious•y.,"and he biheeld Jhesu walkinge, and seith, Lo! the lomb of God.",False,,False
150099,Wisdom 13.17 (Vulgate) - 1,0.9504952430725098,Amorem erubescitad Nome difficultatis.,non erubescit loqui cum illo qui sine anima est.,False,,False
227744,Acts 19.3 (Vulgate),0.940307080745697,Johns Antiochene Capita Ecclesiastica.,Ille vero ait: In quo ergo baptizati estis? Qui dixerunt: In Joannis baptismate.,False,,False
175025,Nahum 1.1 (Vulgate),0.928770124912262,Evangelinm Persicum. Evan Aethiopicum.,Onus Ninive. Liber visionis Nahum Elcesaei.,False,,False
186960,Psalms 57.1 (Vulgate),0.944542109966278,Augustin-Epist. ad Paulinum subinitio.,"In finem, ne disperdas. David in tituli inscriptionem.",False,,False
187729,Proverbs 13.15 (Vulgate),0.9400500059127808,Habitus acquiritur erebris actionibus.,Doctrina bona dabit gratiam; in itinere contemptorum vorago.,False,,False
138351,Esther 9.12 (Vulgate) - 2,0.9340277910232544,Privatas inimicitias Reipub ignoscere.,quantam putas eos exercere caedem in universis provinciis?,False,,False
139372,Romans 1.20 (ODRV),0.9363446831703186,Because most unreasonable unexcusable.,"For his inuisible things, from the creation of the world are seen, being vnderstood by those things that are made; his eternal power also and Diuinitie: so that they are inexcusable.",False,,True
139523,Leviticus 11.7 (Vulgate),0.942093312740326,"Fidearmatus, dissicilia quaeq, potest.","Et sus: qui cum ungulam dividat, non ruminat.",False,,False
188995,Revelation 19.8 (Vulgate),0.9316611289978028,Sanguine Christ conglutinati. Salvian.,Et datum est illi ut cooperiat se byssino splendenti et candido. Byssinum enim justificationes sunt sanctorum.,False,,False
84872,Proverbs 14.34 (Douay-Rheims),0.9256336092948914,Holiness & reconciliation inseparable.,Justice exalteth a nation: but sin maketh nations miserable.,False,,False
192834,Psalms 41.1 (Vulgate),0.9364435076713562,Eucher. Intellig. spiritualis formul•.,In finem. Intellectus filiis Core.,False,,False
150769,John 12.28 (Vulgate),0.9257059693336488,Glorificare est clarificare. Augustin.,"Pater, clarifica nomen tuum. Venit ergo vox de caelo: Et clarificavi, et iterum clarificabo.",True,,False
172688,2 Timothy 3.5 (Vulgate),0.9415065050125122,Ingenuity. Benefices Flagitia suplicia,"habentes speciem quidem pietatis, virtutem autem ejus abnegantes. Et hos devita:",False,,False
51910,Proverbs 28.21 (Vulgate) - 1,0.934878945350647,Mendaciously multiplex diuortium. Aug.,iste et pro buccella panis deserit veritatem.,False,,False
207569,Ecclesiasticus 49.1 (Vulgate),0.9315870404243468,"Aristotelicis, en baci••nis Arguments.",Memoria Josiae in compositionem odoris facta opus pigmentarii.,False,,False
70881,Genesis 37.5 (Vulgate) - 1,0.9262476563453674,Liuor sacrificij Seminary fratricidij.,quae causa majoris odii seminarium fuit.,True,,False
221137,Psalms 38.1 (Vulgate),0.9277210235595704,Apollinarian Pro Christianis. Antonin.,"In finem, ipsi Idithun. Canticum David.",False,,False
114881,Numbers 15.20 (Douay-Rheims),0.9444548487663268,Instructions Concerning the creatures.,Of the things you eat. As you separate firstfruits of your barnfloors:,False,,False
125382,1 Maccabees 2.30 (Douay-Rheims),0.922026515007019,Particular Sins foreshowing judgement.,"And they abode there, they and their children, and their wives, and their cattle: because afflictions increased upon them.",False,,True
206844,Revelation 21.18 (Vulgate) - 1,0.9399371147155762,Centrum ubique circumferentia nullibi.,ipsa vero civitas aurum mundum simile vitro mundo.,False,,False
63099,1 Chronicles 26.21 (Vulgate) - 1,0.9262089729309082,"M•••ulus, Aretius, Hunnius, Muthesius.","de Ledan principes familiarum Ledan, et Gersonni, Jehieli.",False,,False
112608,1 Chronicles 4.2 (Vulgate),0.9235196709632874,Uterus ignorantae. Tertul Apollinarian,"Raia vero filius Sobal genuit Jahath, de quo nati sunt Ahumai, et Laad: hae cognationes Sarathi.",False,,False
114129,1 Chronicles 26.21 (Vulgate) - 1,0.92514568567276,"Mus•ulus, Aretius, Hunnius, Muthesius.","de Ledan principes familiarum Ledan, et Gersonni, Jehieli.",False,,False
60966,Daniel 11.36 (Vulgate),0.9337278604507446,Denominatio qui praestantiorem partē.,"Et faciet juxta voluntatem suam rex, et elevabitur, et magnificabitur adversus omnem deum: et adversus Deum deorum loquetur magnifica, et dirigetur, donec compleatur iracundia: perpetrata quippe est definitio.",False,,True
60069,Numbers 22.12 (Douay-Rheims),0.9247620105743408,Objections against scripture answered.,"And God said to Balaam: Thou shalt not go with them, nor shalt thou curse the people: because it is blessed.",False,,False
87685,Genesis 31.35 (Vulgate),0.943151831626892,Aeterna momentaeneis praeserenda sunt.,ait: Ne irascatur dominus meus quod coram te assurgere nequeo: quia juxta consuetudinem feminarum nunc accidit mihi: sic delusa sollicitudo quaerentis est.,False,,True
159197,1 Chronicles 21.6 (Vulgate) - 1,0.9319878220558168,Fi•miter apprehe•dere mordi•us tenere.,eo quod Joab invitus exsequeretur regis imperium.,True,,False
144538,Proverbs 14.34 (Douay-Rheims),0.925100803375244,Confusions nothing against providence.,Justice exalteth a nation: but sin maketh nations miserable.,False,,False
87282,1 Timothy 6.6 (Vulgate),0.9387847781181335,"Jnimicitiae semper concomitantur, etc.",Est autem quaestus magnus pietas cum sufficientia.,True,,False
90560,2 Maccabees 1.36 (Vulgate),0.9279651045799256,Vetus Interpretation. Xantes Pagninus.,"Appellavit autem Nehemias hunc locum Nephthar, quod interpretatur Purificatio: vocatur autem apud plures Nephi.",False,,False
5893,Genesis 36.4 (Wycliffe),0.9444029331207277,Ciceroex appellation• cōtra Eubuliden,"Forsothe Ada childide Elifath; Batsemath childide Rahuel; Oolibama childide Hieus,",False,,False
235552,Isaiah 13.4 (Vulgate),0.931543469429016,Speculators vitae actuùmque nostrorum.,"Vox multitudinis in montibus, quasi populorum frequentium; vox sonitus regum, gentium congregatarum. Dominus exercituum praecepit militiae belli,",False,,True
167773,Jeremiah 10.5 (Vulgate) - 1,0.9501809477806092,"Divitiae ostenduntur, non possidentur.","portata tollentur, quia incedere non valent.",False,,False
241456,Numbers 26.57 (Wycliffe) - 1,0.9278480410575868,"Dioni•uis, bulgentius Theodoret, etc.","Gerson, of whom the meynee of Gersonytis;",False,,False
171045,Ecclesiasticus 48.18 (Douay-Rheims),0.9264567494392396,Considerations Concerning gross Sins.,Some of these did that which pleased God: but others committed many sins.,False,,False
168903,Psalms 75.1 (Vulgate),0.9472208619117736,Transition ad Celebrationem Defuncti.,"In finem, in laudibus. Psalmus Asaph, canticum ad Assyrios.",False,,False
87288,Jeremiah 9.21 (Vulgate) - 1,0.9398117065429688,Nocturnus iuvat impallescere chartis.,"ingressa est domos nostras, disperdere parvulos deforis, juvenes de plateis.",False,,False
239585,Micah 2.2 (Vulgate),0.93803471326828,whole aetatem storeatem compliciitur.,"Et concupierunt agros, et violenter tulerunt: et rapuerunt domos, et calumniabantur virum, et domum ejus: virum, et haereditatem ejus.",False,,True
220805,Exodus 6.24 (Vulgate),0.9461592435836792,Quisquiliae veritatis sunt pretiosae.,"Filii quoque Core: Aser, et Elcana, et Abiasaph: hae sunt cognationes Coritarum.",False,,False
220211,Exodus 4.26 (Vulgate),0.9352247714996338,Baptismus super Mortuorum Sepulchers.,Et dimisit eum postquam dixerat: Sponsus sanguinum ob circumcisionem.,False,,False
193141,1 Samuel 2.5 (Vulgate) - 1,0.9406479597091676,"Exhaustus, opibus attenuatus Drusius.","et famelici saturati sunt, donec sterilis peperit plurimos:",True,,False
58974,Canticles 2.12 (Vulgate),0.9438974261283876,Come tandem iniquitatis complementum.,Flores apparuerunt in terra nostra; tempus putationis advenit: vox turturis audita est in terra nostra;,True,,False
133701,2 Samuel 20.20 (Vulgate),0.9342560172080994,Praef•at praevenire. quam prae•eniri.,"Respondensque Joab, ait: Absit, absit hoc a me: non praecipito, neque demolior.",False,,False
118066,Psalms 60.1 (Vulgate),0.9451752305030824,Hieron. Dialogue. adverse. Paelageum.,In finem. In hymnis David.,False,,False
221650,Acts 19.3 (Vulgate),0.9412504434585572,calvin. contra Errors Anabaptistarum.,Ille vero ait: In quo ergo baptizati estis? Qui dixerunt: In Joannis baptismate.,False,,False
144831,Ezekiel 33.17 (Douay-Rheims) - 2,0.9233176708221436,"Inspirations without Scripture, vain.",whereas their own way is unjust.,False,,False
155995,Genesis 35.17 (Vulgate),0.9300657510757446,Concordi• communa periculum •oll•t•r.,"ob difficultatem partus periclitari coepit. Dixitque ei obstetrix: Noli timere, quia et hunc habebis filium.",True,,False
182440,Proverbs 15.28 (Vulgate),0.9422033429145812,"Voluntas Sign precepti approhationis,",Mens justi meditatur obedientiam; os impiorum redundat malis.,True,,False
181312,1 Maccabees 2.30 (Douay-Rheims),0.9205337166786194,Boldness against all discouragements.,"And they abode there, they and their children, and their wives, and their cattle: because afflictions increased upon them.",False,,True
216150,Psalms 41.1 (Vulgate),0.9331579208374025,Spiritus Principal. Spiritus Amplior.,In finem. Intellectus filiis Core.,False,,False
27849,Psalms 4.1 (Vulgate),0.9227408170700072,Plutarch. de praeceptis cōjugalibus.,"In finem, in carminibus. Psalmus David.",False,,False
207397,Isaiah 30.7 (Vulgate),0.9463604688644408,Paupertas est Philosophiae vernacula.,"AEgyptus enim frustra et vane auxiliabitur. Ideo clamavi super hoc: Superbia tantum est, quiesce.",False,,False
63026,Genesis 41.18 (Vulgate) - 1,0.9465476274490356,Contaminatissimi nidoris odore capti.,quae in pastu paludis virecta carpebant.,True,,False
106404,Proverbs 31.30 (Vulgate) - 0,0.9466138482093812,"Simulata sāctitas, duplex iniquitas.","Fallax gratia, et vana est pulchritudo:",True,,False
181763,Baruch 3.20 (ODRV) - 1,0.9355857968330384,"Antinomians an•wer by distinguishing,","but the way of discipline they knew not,",False,,False
108257,Leviticus 21.8 (Douay-Rheims) - 0,0.9254891276359558,Justification of Artiller; exercises.,And offer the leaves of proposition.,False,,False
174435,Exodus 25.10 (Vulgate),0.9346612691879272,Denominatio sequitar majorent partem.,"arcam de lignis setim compingite, cujus longitudo habeat duos et semis cubitos: latitudo, cubitum et dimidium: altitudo, cubitum similiter ac semissem.",False,,True
207778,Colossians 2.9 (Vulgate),0.9471542239189148,Manet Compassion cum impassibilitate.,quia in ipso inhabitat omnis plenitudo divinitatis corporaliter:,False,,False
161385,Acts 19.3 (Vulgate),0.9291324019432068,calvin. Instruction Adversus Anabags.,Ille vero ait: In quo ergo baptizati estis? Qui dixerunt: In Joannis baptismate.,False,,False
210033,Revelation 19.10 (ODRV),0.9444275498390198,adore Scriptures plenitudinem. Tertul,"And I fel before his feete, to adore him. And he saith to me: See thou doe not; I am thy fellow-seruant, and of thy Brethren that haue the testimonie of IESVS. Adore God. For the testimonie of IESVS, is the spirit of prophecie.",True,,True
172740,2 Timothy 4.11 (Vulgate) - 2,0.9453753232955932,Cujus ingenium Ecclesiae Sacramentum.,est enim mihi utilis in ministerium.,False,,False
173567,Isaiah 1.23 (Vulgate),0.9446425437927246,Maximi Peccatores Optimi paenitentes.,"Principes tui infideles, socii furum. Omnes diligunt munera, sequuntur retributiones. Pupillo non judicant, et causa viduae non ingreditur ad illos.",True,,True
4163,Ecclesiasticus 21.5 (Douay-Rheims) - 0,0.9376015067100524,"Covetousness, oppression and killing.",Injuries and wrongs will waste riches:,False,,False
94732,Ecclesiasticus 44.6 (Douay-Rheims) - 0,0.92836332321167,Voluptuous men's practises described.,"Rich men in virtue, studying beautifulness:",True,,False
201974,Proverbs 13.15 (Vulgate),0.9344362020492554,Violent opinio propriae excellentiae.,Doctrina bona dabit gratiam; in itinere contemptorum vorago.,False,,False
164800,Job 37.19 (Vulgate),0.9392385482788086,"Pascimur apertis, exe•cemur Obscuris.",Ostende nobis quid dicamus illi: nos quippe involvimur tenebris.,True,,False
164709,Exodus 34.14 (Vulgate),0.9455806016921996,Deus medicus tribulatio medicamentum.,noli adorare deum alienum. Dominus zelotes nomen ejus; Deus est aemulator.,True,,False
230432,Isaiah 23.16 (Vulgate) - 0,0.9352153539657592,"I•veni late•i•iam, reliqui marmoream.","Sume citharam, circui civitatem, meretrix oblivioni tradita:",False,,False
244175,1 Corinthians 5.8 (Vulgate) - 2,0.9217766523361206,"Veraciter, integraliter. Lyre Mercer.",sed in azymis sinceritatis et veritatis.,False,,False
