,text_idx,verse_id,lang,rank,sim_score,cross_score,text,verse_text
35,6100121,Proverbs 17.21 (AKJV),English,0,0.9470615983009338,0.9957391,"and he that begeteth a fool, doth it to his sorrow, the father of a fool hath no joy.","Proverbs 17.21: He that begetteth a foole, doth it to his sorrow: and the father of a foole hath no ioy."
36,6100127,Leviticus 19.3 (AKJV),English,0,0.7157231569290161,0.9745384,ye shall fear every man his mother and his father and keep my sabbaths. there's the precept.,"Leviticus 19.3: Yee shall feare euery man his mother, and his father, and keepe my Sabbaths: I am the Lord your God."
37,6100127,Leviticus 19.3 (Geneva),English,1,0.7098605632781982,0.97282976,ye shall fear every man his mother and his father and keep my sabbaths. there's the precept.,"Leviticus 19.3: Yee shall feare euery man his mother and his father, and shall keepe my Sabbaths: for I am the Lord your God."
38,6100127,Leviticus 19.3 (Douay-Rheims),English,2,0.752651572227478,0.9096389,ye shall fear every man his mother and his father and keep my sabbaths. there's the precept.,"Leviticus 19.3: Let every one fear his father, and his mother. Keep my sabbaths. I am the Lord your God."
39,6100139,Proverbs 6.20 (AKJV),English,0,0.9743680357933044,0.9962728,"prov. 6.20, 21. my son keep thy fathers commandment, and forsake not the law of thy mother.","Proverbs 6.20: My sonne, keepe thy fathers commandement, and forsake not the law of thy mother."
40,6100139,Proverbs 6.20 (Geneva),English,1,0.9516833424568176,0.9952695,"prov. 6.20, 21. my son keep thy fathers commandment, and forsake not the law of thy mother.","Proverbs 6.20: My sonne, keepe thy fathers commandement, and forsake not thy mothers instruction."
41,6100139,Proverbs 1.8 (AKJV),English,2,0.915346086025238,0.9893665,"prov. 6.20, 21. my son keep thy fathers commandment, and forsake not the law of thy mother.","Proverbs 1.8: My sonne, heare the instruction of thy father, and forsake not the law of thy mother."
42,6100139,Proverbs 1.8 (Douay-Rheims),English,3,0.917305588722229,0.98909783,"prov. 6.20, 21. my son keep thy fathers commandment, and forsake not the law of thy mother.","Proverbs 1.8: My son, hear the instruction of thy father, and forsake not the law of thy mother:"
43,6100139,Proverbs 6.20 (Douay-Rheims),English,4,0.9597106575965881,0.9870372,"prov. 6.20, 21. my son keep thy fathers commandment, and forsake not the law of thy mother.","Proverbs 6.20: My son, beep the commandments of thy father, and forsake not the law of thy mother."
44,6100139,Proverbs 1.8 (Geneva),English,5,0.8667877316474915,0.96407187,"prov. 6.20, 21. my son keep thy fathers commandment, and forsake not the law of thy mother.","Proverbs 1.8: My sonne, heare thy fathers instruction, and forsake not thy mothers teaching."
45,6100140,Proverbs 6.21 (AKJV),English,0,0.6556774377822876,0.9443366,"bind them continually upon thy heart, and tye them about thy neck. 3. convince your parents that you much delight in their presence.","Proverbs 6.21: Binde them continually vpon thine heart, and tie them about thy necke."
46,6100158,Deuteronomy 32.17 (AKJV),English,0,0.7572140693664551,0.71120036,"'tis a dreadful charge, they sacrificed unto devils, to new gods that came newly up, whom their fathers feared not.","Deuteronomy 32.17: They sacrificed vnto deuils, not to God: to gods whom they knew not, to new gods, that came newly vp, whom your fathers feared not."
47,6100158,Deuteronomy 32.17 (Geneva),English,1,0.791489839553833,0.43377373,"'tis a dreadful charge, they sacrificed unto devils, to new gods that came newly up, whom their fathers feared not.","Deuteronomy 32.17: They offred vnto deuils, not to God, but to gods whome they knew not: new gods that came newly vp, whome their fathers feared not."
48,6100158,Deuteronomy 32.17 (Douay-Rheims),English,2,0.7565517425537109,0.4211301,"'tis a dreadful charge, they sacrificed unto devils, to new gods that came newly up, whom their fathers feared not.","Deuteronomy 32.17: They sacrificed to devils and not to God: to gods whom they knew not: that were newly come up, whom their fathers worshipped not."
49,6100229,Proverbs 20.7 (AKJV),English,0,0.8853724598884583,0.99593663,"the just man walketh in his integrity, his children are blessed after him.",Proverbs 20.7: The iust man walketh in his integritie: his children are blessed after him.
50,6100229,Proverbs 20.7 (Geneva),English,1,0.8256567716598511,0.991118,"the just man walketh in his integrity, his children are blessed after him.","Proverbs 20.7: He that walketh in his integritie, is iust: and blessed shall his children be after him."
51,6100239,Leviticus 20.9 (Geneva),English,0,0.6554366946220398,0.8795939,"if he curse his father, and do not bless his mother, that gave him his being;","Leviticus 20.9: If there be any that curseth his father or his mother, he shall die the death: seeing hee hath cursed his father and his mother, his blood shalbe vpon him."
52,6100245,Matthew 19.19 (AKJV),English,0,0.7353447675704956,0.934292,the fifth command would be read thus; load with honour thy father and mother.,"Matthew 19.19: Honour thy father and thy mother: and, Thou shalt loue thy neighbour as thy selfe."
53,6100245,Matthew 19.19 (Geneva),English,1,0.742878258228302,0.9094582,the fifth command would be read thus; load with honour thy father and mother.,Matthew 19.19: Honour thy father and mother: and thou shalt loue thy neighbour as thy selfe.
54,6100245,Matthew 19.19 (ODRV),English,2,0.7329884767532349,0.8502545,the fifth command would be read thus; load with honour thy father and mother.,"Matthew 19.19: Honour thy father & thy mother, Thou shalt loue thy neighbour as thyself."
55,6100245,Ephesians 6.2 (AKJV),English,3,0.8000108003616333,0.78727734,the fifth command would be read thus; load with honour thy father and mother.,"Ephesians 6.2: Honour thy father and mother, (which is the first commandement with promise,)"
56,6100245,Matthew 15.4 (AKJV),English,4,0.7183052897453308,0.7356116,the fifth command would be read thus; load with honour thy father and mother.,"Matthew 15.4: For God commaunded, saying, Honour thy father and mother: And hee that curseth father or mother, let him die the death."
57,6100245,Matthew 15.4 (Geneva),English,5,0.718012809753418,0.645302,the fifth command would be read thus; load with honour thy father and mother.,"Matthew 15.4: For God hath commanded, saying, Honour thy father and mother: and he that curseth father or mother, let him die the death."
58,6100245,Ephesians 6.2 (Geneva),English,6,0.7998406887054443,0.6191663,the fifth command would be read thus; load with honour thy father and mother.,Ephesians 6.2: Honour thy father and mother (which is the first commandement with promise)
59,6100245,Ephesians 6.2 (ODRV),English,7,0.788373589515686,0.45422888,the fifth command would be read thus; load with honour thy father and mother.,Ephesians 6.2: Honour thy father & thy mother (which is the first commandment in the promise)
60,6100253,Proverbs 12.1 (AKJV),English,0,0.9005067348480225,0.9927912,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:","Proverbs 12.1: Whoso loueth instruction, loueth knowledge: but he that hateth reproofe, is brutish."
61,6100253,Proverbs 15.5 (AKJV),English,1,0.8960462212562561,0.9920481,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:","Proverbs 15.5: A foole despiseth his fathers instruction: but hee that regardeth reproofe, is prudent."
62,6100253,Proverbs 15.5 (Geneva),English,2,0.882023811340332,0.99142015,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:","Proverbs 15.5: A foole despiseth his fathers instruction: but he that regardeth correction, is prudent."
63,6100253,Proverbs 12.1 (Geneva),English,3,0.8906531929969788,0.9887749,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:","Proverbs 12.1: He that loueth instruction, loueth knowledge: but he that hateth correction, is a foole."
64,6100253,Proverbs 12.1 (Douay-Rheims),English,4,0.8823733925819397,0.98622465,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:","Proverbs 12.1: He that loveth correction, loveth knowledge: but he that hateth reproof is foolish."
65,6100253,Proverbs 12.1 (Vulgate),Latin,5,0.7997270822525024,0.75773424,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:",Proverbs 12.1: Qui diligit disciplinam diligit scientiam; qui autem odit increpationes insipiens est.
66,6100253,Proverbs 13.1 (AKJV),English,6,0.8215057253837585,0.694681,"a fool despiseth his fathers instruction: but he that regardeth reproof is prudent. and for bruits; prov. 12.1. whoso loveth instruction, loveth knowledge:",Proverbs 13.1: A wise sonne heareth his fathers instruction: but a scorner heareth not rebuke.
67,6100254,Proverbs 12.1 (AKJV),English,0,0.8146144151687622,0.991252,"but he that hateth reproof, is brutish.","Proverbs 12.1: Whoso loueth instruction, loueth knowledge: but he that hateth reproofe, is brutish."
68,6100254,Proverbs 12.1 (Douay-Rheims),English,1,0.8185514211654663,0.98431903,"but he that hateth reproof, is brutish.","Proverbs 12.1: He that loveth correction, loveth knowledge: but he that hateth reproof is foolish."
69,6100254,Proverbs 12.1 (Geneva),English,2,0.7844201922416687,0.9793912,"but he that hateth reproof, is brutish.","Proverbs 12.1: He that loueth instruction, loueth knowledge: but he that hateth correction, is a foole."
70,6100254,Proverbs 15.32 (AKJV),English,3,0.7390990257263184,0.67470425,"but he that hateth reproof, is brutish.","Proverbs 15.32: He that refuseth instruction, despiseth his owne soule: but he that heareth reproofe, getteth vnderstanding."
71,6100256,Proverbs 20.20 (AKJV),English,0,0.9068023562431335,0.9951663,"whoso curseth his father or his mother, his lamp shall be put out in obscure darkness.","Proverbs 20.20: Who so curseth his father or his mother, his lampe shall be put out in obscure darkenesse."
72,6100256,Proverbs 20.20 (Geneva),English,1,0.8943285346031189,0.9943041,"whoso curseth his father or his mother, his lamp shall be put out in obscure darkness.","Proverbs 20.20: He that curseth his father or his mother, his light shalbe put out in obscure darkenes."
73,6100256,Proverbs 20.20 (Douay-Rheims),English,2,0.8558845520019531,0.98054916,"whoso curseth his father or his mother, his lamp shall be put out in obscure darkness.","Proverbs 20.20: He that curseth his father, and mother, his lamp shall be put out in the midst of darkness."
74,6100259,Exodus 21.17 (AKJV),English,0,0.8893755078315735,0.997412,"and he that curseth his father, or his mother, shall surely be put to death. lev. 20.9.","Exodus 21.17: And hee that curseth his father or his mother, shall surely bee put to death."
75,6100259,Exodus 21.15 (AKJV),English,1,0.8418852090835571,0.9962244,"and he that curseth his father, or his mother, shall surely be put to death. lev. 20.9.","Exodus 21.15: And he that smiteth his father, or his mother, shall bee surely put to death."
76,6100259,Deuteronomy 27.16 (Geneva),English,2,0.6816542744636536,0.9920065,"and he that curseth his father, or his mother, shall surely be put to death. lev. 20.9.",Deuteronomy 27.16: Cursed be he that curseth his father and his mother: And all the people shall say: So be it.
77,6100259,Exodus 21.17 (Geneva),English,3,0.8474032282829285,0.98316664,"and he that curseth his father, or his mother, shall surely be put to death. lev. 20.9.","Exodus 21.17: And hee that curseth his father or his mother, shall die the death."
78,6100259,Leviticus 20.9 (Geneva),English,4,0.8536651134490967,0.90066427,"and he that curseth his father, or his mother, shall surely be put to death. lev. 20.9.","Leviticus 20.9: If there be any that curseth his father or his mother, he shall die the death: seeing hee hath cursed his father and his mother, his blood shalbe vpon him."
79,6100260,Leviticus 20.9 (AKJV),English,0,0.8278101682662964,0.99027306,"for every one that curseth his father or his mother, shall be surely put to death:","Leviticus 20.9: For euery one that curseth his father or his mother, shalbe surely put to death: hee hath cursed his father or his mother; his blood shalbe vpon him."
80,6100260,Exodus 21.17 (AKJV),English,1,0.8530972599983215,0.9764083,"for every one that curseth his father or his mother, shall be surely put to death:","Exodus 21.17: And hee that curseth his father or his mother, shall surely bee put to death."
81,6100260,Leviticus 20.9 (Geneva),English,2,0.7801530361175537,0.9711359,"for every one that curseth his father or his mother, shall be surely put to death:","Leviticus 20.9: If there be any that curseth his father or his mother, he shall die the death: seeing hee hath cursed his father and his mother, his blood shalbe vpon him."
82,6100260,Deuteronomy 27.16 (Geneva),English,3,0.6572537422180176,0.9637841,"for every one that curseth his father or his mother, shall be surely put to death:",Deuteronomy 27.16: Cursed be he that curseth his father and his mother: And all the people shall say: So be it.
83,6100260,Mark 7.10 (AKJV),English,4,0.6597058176994324,0.96303225,"for every one that curseth his father or his mother, shall be surely put to death:","Mark 7.10: For Moses said, Honour thy father & thy mother: and who so curseth father or mother, let him die the death."
84,6100260,Exodus 21.17 (Geneva),English,5,0.8124135136604309,0.9201509,"for every one that curseth his father or his mother, shall be surely put to death:","Exodus 21.17: And hee that curseth his father or his mother, shall die the death."
85,6100260,Mark 7.10 (Tyndale),English,6,0.6584495306015015,0.8665502,"for every one that curseth his father or his mother, shall be surely put to death:",Mark 7.10: For Moses sayde: Honoure thy father and thy mother: and whosoever cursseth father or mother let him dye for it.
86,6100260,Leviticus 20.9 (Douay-Rheims),English,7,0.8055214285850525,0.8228877,"for every one that curseth his father or his mother, shall be surely put to death:","Leviticus 20.9: He that curseth his father, or mother, dying let him die: he hath cursed his father, and mother, let his blood be upon him."
87,6100260,Matthew 15.4 (AKJV),English,8,0.6570488810539246,0.80116105,"for every one that curseth his father or his mother, shall be surely put to death:","Matthew 15.4: For God commaunded, saying, Honour thy father and mother: And hee that curseth father or mother, let him die the death."
88,6100260,Matthew 15.4 (Geneva),English,9,0.6589105129241943,0.73658663,"for every one that curseth his father or his mother, shall be surely put to death:","Matthew 15.4: For God hath commanded, saying, Honour thy father and mother: and he that curseth father or mother, let him die the death."
89,6100261,Leviticus 20.9 (Geneva),English,0,0.8361473083496094,0.98748624,he hath cursed his father or his mother; his blood shall be upon him.,"Leviticus 20.9: If there be any that curseth his father or his mother, he shall die the death: seeing hee hath cursed his father and his mother, his blood shalbe vpon him."
90,6100261,Leviticus 20.9 (Douay-Rheims),English,1,0.8535069823265076,0.9864683,he hath cursed his father or his mother; his blood shall be upon him.,"Leviticus 20.9: He that curseth his father, or mother, dying let him die: he hath cursed his father, and mother, let his blood be upon him."
91,6100261,Leviticus 20.9 (AKJV),English,2,0.8551303744316101,0.9776633,he hath cursed his father or his mother; his blood shall be upon him.,"Leviticus 20.9: For euery one that curseth his father or his mother, shalbe surely put to death: hee hath cursed his father or his mother; his blood shalbe vpon him."
92,6100261,Leviticus 20.9 (Vulgate),Latin,3,0.8003726005554199,0.78149587,he hath cursed his father or his mother; his blood shall be upon him.,"Leviticus 20.9: Qui maledixerit patri suo, aut matri, morte moriatur: patri matrique maledixit: sanguis ejus sit super eum."
93,6100261,Exodus 21.17 (Geneva),English,4,0.687871515750885,0.716176,he hath cursed his father or his mother; his blood shall be upon him.,"Exodus 21.17: And hee that curseth his father or his mother, shall die the death."
94,6100270,Proverbs 17.25 (AKJV),English,0,0.8106308579444885,0.98536193,a foolish son is bitterness to her that bare him.,"Proverbs 17.25: A foolish sonne is a griefe to his father, & bitternes to her that bare him."
95,6100270,Proverbs 17.25 (Geneva),English,1,0.7830595970153809,0.96073306,a foolish son is bitterness to her that bare him.,"Proverbs 17.25: A foolish sonne is a griefe vnto his father, and a heauines to her that bare him."
96,6100272,Leviticus 21.9 (AKJV),English,0,0.8606812953948975,0.7370779,"if the daughter of any priest profane her self, she profaneth her father, she shall be burnt with fire.","Leviticus 21.9: And the daughter of any Priest, if she profane her selfe, by playing the whore, she profaneth her father: shee shall be burnt with fire."
97,6100297,Ephesians 6.1 (Geneva),English,0,0.7397335171699524,0.9955187,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.","Ephesians 6.1: Children, obey your parents in the Lord: for this is right."
98,6100297,Ephesians 6.1 (AKJV),English,1,0.7397335171699524,0.9955187,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.","Ephesians 6.1: Children, obey your parents in the Lord: for this is right."
99,6100297,Colossians 3.20 (AKJV),English,2,0.7806577682495117,0.9954413,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.","Colossians 3.20: Children, obey your parents in all things, for this is well pleasing vnto the Lord."
100,6100297,Colossians 3.20 (Geneva),English,3,0.77705317735672,0.99520314,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.","Colossians 3.20: Children, obey your parents in all thing for that is well pleasing vnto the Lord."
101,6100297,Colossians 3.20 (ODRV),English,4,0.7735424637794495,0.9940562,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.",Colossians 3.20: Children obey your parents in al things: for that is wel pleasing to our Lord.
102,6100297,Ephesians 6.1 (Vulgate),Latin,5,0.6868529915809631,0.96438193,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.","Ephesians 6.1: Filii, obedite parentibus vestris in Domino: hoc enim justum est."
103,6100297,Colossians 3.20 (Vulgate),Latin,6,0.7383602261543274,0.94731086,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.","Colossians 3.20: Filii, obedite parentibus per omnia: hoc enim placitum est in Domino."
104,6100297,Colossians 3.20 (Tyndale),English,7,0.7373461723327637,0.49427548,"and the children may obey their parents in the lord, in all things; for this is right and well pleasing to the lord. eph. 6.1. col. 3.20. amen, and amen! finis.",Colossians 3.20: Children obey youre fathers and mothers in all thinges for that is wel pleasynge vnto the lorde.
105,6100298,Matthew 3.1 (AKJV),English,0,0.9095453023910522,0.9975515,"chap. i. matth. 3.1, 2, 5, 6. 1. in those days came john the baptist preaching in the wilderness of judea.","Matthew 3.1: In those daies came Iohn the Baptist, preaching in the wildernesse of Iudea,"
106,6100298,Matthew 3.1 (Geneva),English,1,0.8856523633003235,0.9962599,"chap. i. matth. 3.1, 2, 5, 6. 1. in those days came john the baptist preaching in the wilderness of judea.","Matthew 3.1: And in those dayes, Iohn the Baptist came and preached in the wildernes of Iudea,"
107,6100298,Matthew 3.1 (Tyndale),English,2,0.8100752234458923,0.82271695,"chap. i. matth. 3.1, 2, 5, 6. 1. in those days came john the baptist preaching in the wilderness of judea.",Matthew 3.1: In those dayes Ihon the Baptyst came and preached in the wildernes of Iury
108,6100298,Matthew 3.1 (ODRV),English,3,0.8032415509223938,0.8009382,"chap. i. matth. 3.1, 2, 5, 6. 1. in those days came john the baptist preaching in the wilderness of judea.","Matthew 3.1: AND in those dayes cometh Iohn the Baptist preaching in the desert of Iewrie,"
109,6100299,Matthew 3.2 (AKJV),English,0,0.950944185256958,0.99474454,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 3.2: And saying, Repent yee: for the kingdome of heauen is at hand."
110,6100299,Matthew 3.2 (Geneva),English,1,0.9243132472038269,0.97646844,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 3.2: And said, Repent: for the kingdome of heauen is at hand."
111,6100299,Matthew 4.17 (AKJV),English,2,0.8367180228233337,0.9731426,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 4.17: From that time Iesus began to preach, and to say, Repent, for the kingdome of heauen is at hand."
112,6100299,Matthew 10.7 (Geneva),English,3,0.8084218502044678,0.92547,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 10.7: And as ye goe, preach, saying, The kingdome of heauen is at hand."
113,6100299,Matthew 10.7 (AKJV),English,4,0.7968308329582214,0.8831853,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 10.7: And as yee goe, preach, saying, The kingdome of heauen is at hand:"
114,6100299,Matthew 4.17 (ODRV),English,5,0.8245859146118164,0.87535197,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 4.17: From that time IESVS began to preach, and to say: Doe pennance, for the Kingdom of Heauen is at hand."
115,6100299,Matthew 3.2 (ODRV),English,6,0.8957148790359497,0.81844085,"2. and saying, repent ye, for the kingdom of heaven is at hand.",Matthew 3.2: & saying: Doe pennance: for the Kingdom of Heauen is at hand.
116,6100299,Matthew 4.17 (Geneva),English,7,0.8209490180015564,0.47485346,"2. and saying, repent ye, for the kingdom of heaven is at hand.","Matthew 4.17: From that time Iesus began to preach, and to say, Amende your liues: for the kingdome of heauen is at hand."
117,6100300,Matthew 3.5 (AKJV),English,0,0.8504529595375061,0.99386346,"5. then went out to him jerusalem and all judea, and all the region round about jordan.","Matthew 3.5: Then went out to him Hierusalem, and all Iudea, and all the region round about Iordane,"
