,text_idx,verse_id,lang,rank,sim_score,cross_score,text,verse_text
10,200049,Colossians 2.21 (AKJV),English,2,0.9300413727760315,0.99345386,"like that col. 2.21. touch not, taste not, handle not.","Colossians 2.21: (Touch not, taste not, handle not:"
11,200049,Colossians 2.21 (Tyndale),English,3,0.8748144507408142,0.9899901,"like that col. 2.21. touch not, taste not, handle not.",Colossians 2.21: Touche not tast not handell not:
12,200071,Acts 6.11 (Tyndale),English,0,0.8320655226707458,0.9845595,"we have heard him speak blasphemous words against moses, and against god. acts 6.11.",Acts 6.11: Then sent they in men which sayd: we have hearde him speake blasphemous wordes agaynst Moses and agaynst God.
13,200071,Acts 6.11 (AKJV),English,1,0.8448770046234131,0.9699706,"we have heard him speak blasphemous words against moses, and against god. acts 6.11.","Acts 6.11: Then they suborned men which said, We haue heard him speake blasphemous words against Moses, and against God."
14,200071,Acts 6.11 (Geneva),English,2,0.8318695425987244,0.96142775,"we have heard him speak blasphemous words against moses, and against god. acts 6.11.","Acts 6.11: Then they suborned men, which saide, We haue heard him speake blasphemous wordes against Moses, and God."
15,200101,2 Chronicles 18.30 (AKJV),English,0,0.7901522517204285,0.9927093,"fight neither with small nor great, save onely with the king of israel. 2 king. 22.31.","2 Chronicles 18.30: Now the king of Syria had commaunded the captaines of the charets that were with him, saying, Fight ye not with small or great, saue onely with the king of Israel."
16,200101,2 Chronicles 18.30 (Geneva),English,1,0.7282402515411377,0.9898364,"fight neither with small nor great, save onely with the king of israel. 2 king. 22.31.","2 Chronicles 18.30: And the King of Aram had commanded the captaines of the charets that were with him, saying, Fight you not with small, nor great, but against the King of Israel onely."
17,200101,1 Kings 22.31 (Geneva),English,2,0.7545841932296753,0.9890654,"fight neither with small nor great, save onely with the king of israel. 2 king. 22.31.","1 Kings 22.31: And the King of Aram commanded his two and thirtie captaines ouer his charets, saying, Fight neither with small, nor great, saue onely against the King of Israel."
18,200101,1 Kings 22.31 (AKJV),English,3,0.8061460256576538,0.93074685,"fight neither with small nor great, save onely with the king of israel. 2 king. 22.31.","1 Kings 22.31: But the King of Syria commanded his thirtie and two Captaines that had rule ouer his charets, saying, Fight neither with small nor great, saue only with the king of Israel."
19,200101,2 Paralipomenon 18.30 (Douay-Rheims),English,4,0.7731425762176514,0.62277156,"fight neither with small nor great, save onely with the king of israel. 2 king. 22.31.","2 Paralipomenon 18.30: Now the king of Syria had commanded the captains of his cavalry, saying: Fight ye not with small, or great, but with the king of Israel only."
20,200102,1 Corinthians 14.8 (Geneva),English,0,0.9396305680274963,0.9966659,"if the trumpet give an uncertain sound, who shall prepare himself to the battell? 1 cor. 14.8.","1 Corinthians 14.8: And also if the trumpet giue an vncertaine sound, who shall prepare himselfe to battell?"
21,200102,1 Corinthians 14.8 (AKJV),English,1,0.9490095376968384,0.99562657,"if the trumpet give an uncertain sound, who shall prepare himself to the battell? 1 cor. 14.8.","1 Corinthians 14.8: For if the trumpet giue an vncertaine sound, who shall prepare himselfe to the battell?"
22,200102,1 Corinthians 14.8 (ODRV),English,2,0.9407033920288086,0.99444085,"if the trumpet give an uncertain sound, who shall prepare himself to the battell? 1 cor. 14.8.","1 Corinthians 14.8: For if the trumpet giue an vncertaine voice, who shal prepare himself to battel?"
23,200141,Romans 14.23 (Vulgate),Latin,0,0.707581102848053,0.4250493,et omne quod non est ex fide peccatum est: ut sc. intelligat justitia in*ideliu non esse justitiam: quia sordet natura sine gratia. prosper. in epist. ad rufin. v. etiam eundem contra collat.,"Romans 14.23: Qui autem discernit, si manducaverit, damnatus est: quia non ex fide. Omne autem, quod non est ex fide, peccatum est."
24,200180,Proverbs 21.15 (Geneva),English,0,0.7885319590568542,0.9604903,it is joy to the just to doe judgement. prov. 21.15.,Proverbs 21.15: It is ioye to the iust to doe iudgement: but destruction shalbe to the workers of iniquitie.
25,200180,Proverbs 21.15 (AKJV),English,1,0.7941944003105164,0.9531891,it is joy to the just to doe judgement. prov. 21.15.,Proverbs 21.15: It is ioy to the iust to doe iudgement: but destruction shalbe to the workers of iniquitie.
26,200180,Proverbs 21.15 (Douay-Rheims),English,2,0.7986294031143188,0.8338729,it is joy to the just to doe judgement. prov. 21.15.,Proverbs 21.15: It is joy to the just to do judgment: and dread to them that work iniquity.
27,200279,Proverbs 29.7 (AKJV),English,0,0.9372653365135193,0.9971963,the righteous consi*ereth the cause of the poor: but the w*cked regardeth not to know it. prov. 29.7.,Proverbs 29.7: The righteous considereth the cause of the poore: but the wicked regardeth not to know it.
28,200279,Proverbs 29.7 (Geneva),English,1,0.9159365296363831,0.9966186,the righteous consi*ereth the cause of the poor: but the w*cked regardeth not to know it. prov. 29.7.,Proverbs 29.7: The righteous knoweth the cause of the poore: but the wicked regardeth not knowledge.
29,200662,Ecclesiastes 5.2 (Geneva),English,0,0.6711232662200928,0.9667204,"a dream commeth through the multitude of business, eccles. 5.2. res, quas in vita usurpant homines, cogitant, curant, vident, qu*que agunt vigilantes, agitan* { que } *a si cui in somnis accidant, minus mirum est. aretius. quaecun { que } mentis agitat infestus vigor, ea per quietem sacer & arcanus refert velox { que } sensus. senec. in octav. act. 4. see delt. ibid.",Ecclesiastes 5.2: For as a dreame commeth by the multitude of businesse: so the voyce of a foole is in the multitude of wordes.
30,200662,Ecclesiastes 5.3 (AKJV),English,1,0.7005232572555542,0.9494317,"a dream commeth through the multitude of business, eccles. 5.2. res, quas in vita usurpant homines, cogitant, curant, vident, qu*que agunt vigilantes, agitan* { que } *a si cui in somnis accidant, minus mirum est. aretius. quaecun { que } mentis agitat infestus vigor, ea per quietem sacer & arcanus refert velox { que } sensus. senec. in octav. act. 4. see delt. ibid.","Ecclesiastes 5.3: For a dreame commeth through the multitude of businesse, and a fooles voyce is knowen by multitude of words."
31,201040,1 Corinthians 12.9 (AKJV),English,0,0.662120521068573,0.80513877,2. by the graces of the spirit.,"1 Corinthians 12.9: To another faith, by the same spirit: to another the gifts of healing, by the same spirit:"
32,201058,2 Corinthians 1.3 (Tyndale),English,0,0.6939656734466553,0.84959537,god the father of mercies because the father of christ.,2 Corinthians 1.3: Blessed be God the father of oure Lorde Iesus Christ the father of mercy and the God of all comforte
33,201058,2 Corinthians 1.3 (ODRV),English,1,0.6524626612663269,0.8155857,god the father of mercies because the father of christ.,"2 Corinthians 1.3: Blessed be the God and Father of our Lord IESVS Christ, the Father of mercies and God of al comfort,"
34,201151,2 Corinthians 1.5 (AKJV),English,0,0.8626196980476379,0.9792772,doct. the sufferings of christ abound in us.,"2 Corinthians 1.5: For as the sufferings of Christ abound in vs, so our consolation also aboundeth by Christ."
35,201151,2 Corinthians 1.5 (ODRV),English,1,0.8561435341835022,0.97912824,doct. the sufferings of christ abound in us.,2 Corinthians 1.5: For as the passions of Christ abound in vs: so also by Christ doth our comfort abound.
36,201151,2 Corinthians 1.5 (Geneva),English,2,0.8661845326423645,0.9744806,doct. the sufferings of christ abound in us.,"2 Corinthians 1.5: For as the sufferings of Christ abounde in vs, so our consolation aboundeth through Christ."
37,201151,2 Corinthians 1.5 (Vulgate),Latin,3,0.7746163606643677,0.9607531,doct. the sufferings of christ abound in us.,2 Corinthians 1.5: Quoniam sicut abundant passiones Christi in nobis: ita et per Christum abundat consolatio nostra.
38,201233,Romans 6.23 (AKJV),English,0,0.6585302352905273,0.97189313,reas. 7. death the wages of sin.,"Romans 6.23: For the wages of sinne is death: but the gift of God is eternall life, through Iesus Christ our Lord."
39,201233,Romans 6.23 (Geneva),English,1,0.6585302352905273,0.97189313,reas. 7. death the wages of sin.,"Romans 6.23: For the wages of sinne is death: but the gift of God is eternall life, through Iesus Christ our Lord."
40,201698,Matthew 5.37 (AKJV),English,0,0.6684056520462036,0.97736007,"ground of yea, and nay.","Matthew 5.37: But let your communication bee Yea, yea: Nay, nay: For whatsoeuer is more then these, commeth of euill."
41,201698,Matthew 5.37 (Geneva),English,1,0.6645776629447937,0.9765679,"ground of yea, and nay.","Matthew 5.37: But let your communication be Yea, yea: Nay, nay. For whatsoeuer is more then these, commeth of euill."
42,201761,Ephesians 5.23 (Geneva),English,0,0.6635557413101196,0.8342962,"4. as our head, and husband.","Ephesians 5.23: For the husband is the wiues head, euen as Christ is the head of the Church, and the same is the sauiour of his body."
43,201766,2 Corinthians 1.20 (Geneva),English,0,0.6866959929466248,0.94890255,observ. 3. all the promises yea in christ.,"2 Corinthians 1.20: For all the promises of God in him are Yea, and are in him Amen, vnto the glorie of God through vs."
44,201766,2 Corinthians 1.20 (AKJV),English,1,0.6873018145561218,0.8071991,observ. 3. all the promises yea in christ.,"2 Corinthians 1.20: For all the promises of God in him are Yea, and in him Amen, vnto the glory of God by vs."
45,201775,2 Corinthians 1.20 (Geneva),English,0,0.6989490389823914,0.93121064,all other promises amen for christ.,"2 Corinthians 1.20: For all the promises of God in him are Yea, and are in him Amen, vnto the glorie of God through vs."
46,201775,2 Corinthians 1.20 (AKJV),English,1,0.6954585909843445,0.8924048,all other promises amen for christ.,"2 Corinthians 1.20: For all the promises of God in him are Yea, and in him Amen, vnto the glory of God by vs."
47,201775,2 Corinthians 1.20 (ODRV),English,2,0.6749799847602844,0.69339126,all other promises amen for christ.,"2 Corinthians 1.20: For al the promises of God that are, in him It is: therfore also by him, Amen to God, vnto our glorie."
48,201821,1 Peter 1.25 (Geneva),English,0,0.7162820100784302,0.9686803,how the word of the lord endures for ever.,1 Peter 1.25: But the worde of the Lord endureth for euer: and this is the woorde which is preached among you.
49,201821,1 Peter 1.25 (Tyndale),English,1,0.7020267844200134,0.9674733,how the word of the lord endures for ever.,1 Peter 1.25: but the worde of the lorde endureth ever. And this is the worde which by the gospell was preached amonge you.
50,201821,1 Peter 1.25 (AKJV),English,2,0.7209919095039368,0.9622084,how the word of the lord endures for ever.,1 Peter 1.25: But the word of the Lord endureth for euer: & this is the word which by the Gospel is preached vnto you.
51,201821,Isaiah 40.8 (Douay-Rheims),English,3,0.6808578968048096,0.9608847,how the word of the lord endures for ever.,"Isaiah 40.8: The grass is withered, and the flower is fallen: but the word of our Lord endureth for ever."
52,201821,1 Peter 1.25 (ODRV),English,4,0.7070724964141846,0.9184655,how the word of the lord endures for ever.,"1 Peter 1.25: But the word of our Lord remaineth for euer, and this is the word that is euangelized among you."
53,201932,Romans 8.15 (AKJV),English,0,0.6720214486122131,0.9121648,8 it is a spirit of adoption.,"Romans 8.15: For ye haue not receiued the spirit of bondage againe to feare: but ye haue receiued the spirit of adoption, whereby we cry, Abba, father."
54,202020,1 John 3.20 (Geneva),English,0,0.690102756023407,0.7334635,1. he only knowes our hearts.,"1 John 3.20: For if our heart condemne vs, God is greater then our heart, and knoweth all things."
55,202020,1 John 3.20 (AKJV),English,1,0.690102756023407,0.7334635,1. he only knowes our hearts.,"1 John 3.20: For if our heart condemne vs, God is greater then our heart, and knoweth all things."
56,202020,Psalms 44.21 (AKJV),English,2,0.7140322923660278,0.7041242,1. he only knowes our hearts.,Psalms 44.21: Shall not God search this out? for he knoweth the secrets of the heart.
57,202020,1 John 3.20 (ODRV),English,3,0.7062727212905884,0.42783517,1. he only knowes our hearts.,"1 John 3.20: For if our hart doe reprehend vs, God is greater then our hart, and knoweth al things."
58,202020,Psalms 44.21 (Geneva),English,5,0.7084255218505859,0.41683263,1. he only knowes our hearts.,Psalms 44.21: Shall not God searche this out? for hee knoweth the secrets of the heart.
59,202127,Proverbs 8.22 (Geneva),English,0,0.7619467377662659,0.84874123,"prov. 8.22. , possessed me, wisedome, (not as the sept.) the beginning of his proceedings to his works.",Proverbs 8.22: The Lord hath possessed me in the beginning of his way: I was before his workes of olde.
60,202127,Proverbs 8.22 (AKJV),English,1,0.7353094220161438,0.7846629,"prov. 8.22. , possessed me, wisedome, (not as the sept.) the beginning of his proceedings to his works.","Proverbs 8.22: The Lord possessed me in the beginning of his way, before his works of old."
61,202127,Proverbs 8.22 (Douay-Rheims),English,2,0.7490535378456116,0.7684445,"prov. 8.22. , possessed me, wisedome, (not as the sept.) the beginning of his proceedings to his works.","Proverbs 8.22: The Lord possessed me in the beginning of his ways, before he made any thing from the beginning."
62,202160,Hebrews 11.7 (AKJV),English,0,0.7529224157333374,0.99500823,"l. 6 de vero cultu cap. 17. by faith noah warned of god moved with fear, &c. h*b. 11. 7.","Hebrews 11.7: By faith Noah being warned of God of things not seene as yet, moued with feare, prepared an Arke to the sauing of his house, by the which he condemned the world, and became heire of the righteousnesse which is by faith."
63,202160,Hebrews 11.7 (Geneva),English,1,0.7068302631378174,0.9910841,"l. 6 de vero cultu cap. 17. by faith noah warned of god moved with fear, &c. h*b. 11. 7.","Hebrews 11.7: By faith Noe being warned of God of the things which were as yet not seene, mooued with reuerence, prepared the Arke to the sauing of his housholde, through the which Arke hee condemned the world, and was made heire of the righteousnes, which is by faith."
64,202160,Hebrews 11.7 (ODRV),English,2,0.6573373079299927,0.97292364,"l. 6 de vero cultu cap. 17. by faith noah warned of god moved with fear, &c. h*b. 11. 7.","Hebrews 11.7: By faith, Noe hauing receiued an answer concerning those things which as yet were not seen, fearing, framed the arke for the sauing of his house, by the which he condemned the world: and was instituted heire of the iustice which is by faith."
65,202560,Romans 7.7 (Geneva),English,0,0.6732874512672424,0.95992196,"the law cannot be sin, and why.","Romans 7.7: What shall we say then? Is the Lawe sinne? God forbid. Nay, I knewe not sinne, but by the Lawe: for I had not knowen lust, except the Lawe had sayd, Thou shalt not lust."
66,202560,Romans 7.7 (AKJV),English,1,0.6610878705978394,0.9521578,"the law cannot be sin, and why.","Romans 7.7: What shall wee say then? is the law sinne? God forbid. Nay, I had not knowen sinne, but by the lawe: for I had not knowen lust, except the Law had said, Thou shalt not couet."
67,202560,Romans 7.7 (ODRV),English,2,0.6607106328010559,0.94872975,"the law cannot be sin, and why.","Romans 7.7: What shal we say then? Is the Law sinne? God forbid. But sinne I did not know, but by the Law: for concupiscence I knew not, vnlesse the Law did day: Thou shalt not couet."
68,202560,Romans 7.7 (Vulgate),Latin,3,0.6889100074768066,0.92709726,"the law cannot be sin, and why.","Romans 7.7: Quid ergo dicemus? lex peccatum est? Absit. Sed peccatum non cognovi, nisi per legem: nam concupiscentiam nesciebam, nisi lex diceret: Non concupisces."
69,203345,Revelation 13.3 (AKJV),English,0,0.7463741898536682,0.9873459,rev. 13.3. all the world wondered after the beast.,"Revelation 13.3: And I saw one of his heads as it were wounded to death, and his deadly wound was healed: and al the world wondered after the beast."
70,203345,Revelation 13.3 (Geneva),English,1,0.7151694893836975,0.956867,rev. 13.3. all the world wondered after the beast.,"Revelation 13.3: And I sawe one of his heads as it were wounded to death, but his deadly wound was healed, and all the world wondred and folowed the beast."
71,203345,Revelation 13.3 (ODRV),English,2,0.7016967535018921,0.8697946,rev. 13.3. all the world wondered after the beast.,Revelation 13.3: And I saw one of his heads as it were slaine to death: and the wound of his death was cured. And al the earth was in admiration after the beast.
72,203379,Ecclesiasticus 16.3 (Vulgate),Latin,0,0.7393155097961426,0.99229264,"melior est unus timens, quam mille filii impii. cypr.","Ecclesiasticus 16.3: Melior est enim unus timens Deum, quam mille filii impii:"
73,205142,1 Corinthians 11.28 (Geneva),English,0,0.6601511240005493,0.95501333,observation 1. eevery man must prepare himself before he come to the lords table.,"1 Corinthians 11.28: Let euery man therefore examine himselfe, and so let him eate of this bread, and drinke of this cup."
74,206082,Colossians 4.6 (ODRV),English,0,0.6636698246002197,0.6010945,3. moderation in the conversation.,"Colossians 4.6: Your talke alwaies, in grace let it be seasoned with salt: that you may know how you ought to answer euery man."
75,206106,Romans 6.8 (AKJV),English,0,0.6901021599769592,0.8894179,we must first die with christ if we will live with him.,"Romans 6.8: Now if we be dead with Christ, we beleeue that we shal also liue with him:"
76,206106,Romans 6.8 (Geneva),English,1,0.6711651682853699,0.7843911,we must first die with christ if we will live with him.,"Romans 6.8: Wherefore, if we bee dead with Christ, we beleeue that we shall liue also with him,"
77,206106,Romans 6.8 (ODRV),English,2,0.6990974545478821,0.7493812,we must first die with christ if we will live with him.,"Romans 6.8: And if we be dead with Christ, we beleeue that we shal liue also together with Christ."
78,206145,Colossians 3.1 (AKJV),English,0,0.729718804359436,0.97922075,those that are risen with christ ought to seeke the things above.,"Colossians 3.1: If yee then bee risen with Christ, seeke those things which are aboue, where Christ sitteth on the right hand of God:"
79,206145,Colossians 3.1 (Geneva),English,1,0.7211548686027527,0.97686017,those that are risen with christ ought to seeke the things above.,"Colossians 3.1: If yee then bee risen with Christ, seeke those thinges which are aboue, where Christ sitteth at the right hand of God."
80,206145,Colossians 3.1 (ODRV),English,2,0.7311558127403259,0.9750802,those that are risen with christ ought to seeke the things above.,"Colossians 3.1: THERFORE if you be risen with Christ, seeke the things that are aboue; where Christ is sitting on the right hand of God."
81,206219,1 Corinthians 11.28 (Geneva),English,0,0.6529129147529602,0.7995356,two duties. 1 to examine our selves. 2. to discern the lords bodie.,"1 Corinthians 11.28: Let euery man therefore examine himselfe, and so let him eate of this bread, and drinke of this cup."
82,206219,1 Corinthians 11.29 (ODRV),English,1,0.7051637172698975,0.68610764,two duties. 1 to examine our selves. 2. to discern the lords bodie.,"1 Corinthians 11.29: For he that eateth and drinketh vnworthily, eateth and drinketh iudgement to himself, not discerning the body of our Lord."
83,206219,1 Corinthians 11.29 (AKJV),English,2,0.6642000079154968,0.6228773,two duties. 1 to examine our selves. 2. to discern the lords bodie.,"1 Corinthians 11.29: For hee that eateth and drinketh vnworthily, eateth and drinketh damnation to himselfe, not discerning the Lords body."
84,206258,John 15.8 (AKJV),English,0,0.9593334197998047,0.9966912,"so christ saith, joh. 15. 8. herein is my father glorified, that you bring forth much fruit, so shall ye be my disciples.","John 15.8: Herein is my Father glorified, that ye beare much fruit, so shall ye bee my Disciples."
85,206258,John 15.8 (Geneva),English,1,0.9388173818588257,0.99653864,"so christ saith, joh. 15. 8. herein is my father glorified, that you bring forth much fruit, so shall ye be my disciples.","John 15.8: Herein is my Father glorified, that ye beare much fruite, and be made my disciples."
86,206258,John 15.8 (ODRV),English,2,0.9283013939857483,0.99331796,"so christ saith, joh. 15. 8. herein is my father glorified, that you bring forth much fruit, so shall ye be my disciples.","John 15.8: In this my Father is glorified; that you bring very much fruit, and become my Disciples."
87,206439,Matthew 5.6 (Geneva),English,0,0.6861426830291748,0.9800832,"the fourth beatitude, to those that hunger and thirst after righteousness.",Matthew 5.6: Blessed are they which hunger and thirst for righteousnes: for they shalbe filled.
88,206439,Matthew 5.6 (AKJV),English,1,0.6786295771598816,0.97676814,"the fourth beatitude, to those that hunger and thirst after righteousness.",Matthew 5.6: Blessed are they which doe hunger and thirst after righteousnesse: for they shall be filled.
89,206440,Matthew 5.7 (ODRV),English,0,0.6789581775665283,0.9759846,5. beatitude to the merciful.,Matthew 5.7: Blessed are the merciful: for they shal obtayne mercie.
90,206440,Matthew 5.7 (Geneva),English,1,0.6635521054267883,0.97264826,5. beatitude to the merciful.,Matthew 5.7: Blessed are the mercifull: for they shall obteine mercie.
91,206440,Matthew 5.7 (AKJV),English,2,0.6644046306610107,0.96968395,5. beatitude to the merciful.,Matthew 5.7: Blessed are the mercifull: for they shall obtaine mercie.
92,206440,Matthew 5.7 (Tyndale),English,3,0.669344961643219,0.96789527,5. beatitude to the merciful.,Matthew 5.7: Blessed are the mercifull: for they shall obteyne mercy.
93,206440,Matthew 5.7 (Vulgate),Latin,4,0.665330708026886,0.78971934,5. beatitude to the merciful.,Matthew 5.7: Beati misericordes: quoniam ipsi misericordiam consequentur.
94,206442,Matthew 5.8 (Tyndale),English,0,0.6856911778450012,0.7639814,6. beatitude to the pure in heart.,Matthew 5.8: Blessed are the pure in herte: for they shall se God.
95,206472,Philippians 4.7 (AKJV),English,0,0.7470097541809082,0.9118733,how the peace of god passeth all understanding.,"Philippians 4.7: And the peace of God which passeth all vnderstanding, shall keepe your hearts & minds through Christ Iesus."
96,206472,Philippians 4.7 (ODRV),English,1,0.7331634163856506,0.8961952,how the peace of god passeth all understanding.,"Philippians 4.7: And the peace of God which passeth al vnderstanding, keep your harts and intelligences in Christ IESVS."
97,206472,Philippians 4.7 (Geneva),English,2,0.7431125044822693,0.88172954,how the peace of god passeth all understanding.,"Philippians 4.7: And the peace of God which passeth all vnderstanding, shall preserue your heartes and mindes in Christ Iesus."
98,206472,Philippians 4.7 (Tyndale),English,3,0.7440365552902222,0.8400062,how the peace of god passeth all understanding.,Philippians 4.7: And the peace of god which passeth all vnderstondinge kepe youre hertes and myndes in christ Iesu.
99,206530,Luke 6.31 (AKJV),English,0,0.672060489654541,0.8456797,"see the discourses following upon that precept, do as you would be done to.","Luke 6.31: And as yee would that men should doe to you, doe yee also to them likewise."
100,206731,Jeremiah 1.3 (AKJV),English,0,0.6540347337722778,0.6372413,second climacterical of judah at the carrying into babylon.,"Jeremiah 1.3: It came also in the dayes of Iehoiakim the sonne of Iosiah king of Iudah, vnto the ende of the eleuenth yeere of Zedekiah the sonne of Iosiah king of Iudah, vnto the carrying away of Ierusalem captiue in the fift moneth."
101,206739,1 Kings 14.29 (Geneva),English,0,0.6501014232635498,0.9577309,a view of the kingdom of judah through out. david. solomon. rehoboam.,"1 Kings 14.29: And the rest of the actes of Rehoboam, and all that hee did, are they not written in the booke of the Chronicles of the Kings of Iudah?"
102,206739,2 Chronicles 11.17 (AKJV),English,1,0.6520259380340576,0.88068384,a view of the kingdom of judah through out. david. solomon. rehoboam.,"2 Chronicles 11.17: So they strengthened the kingdome of Iudah, and made Rehoboam the sonne of Solomon strong, three yeeres: for three yeeres they walked in the way of Dauid and Solomon."
103,206741,Ecclesiasticus 49.4 (AKJV),English,0,0.8575189113616943,0.9954075,"vid. ecclus. cap. 49. 4. all except david, hezekias and iosias, committed wickedness, for even the kings of iudah forsook the law of the most, high, and failed. iehoshaphat.","Ecclesiasticus 49.4: All, except Dauid and Ezechias, and Iosias, were defectiue: for they forsooke the Law of the most High, (euen) the kings of Iudah failed:"
104,206741,Ecclesiasticus 49.5 (Douay-Rheims),English,1,0.7301130890846252,0.995169,"vid. ecclus. cap. 49. 4. all except david, hezekias and iosias, committed wickedness, for even the kings of iudah forsook the law of the most, high, and failed. iehoshaphat.","Ecclesiasticus 49.5: Except David, and Ezechias, and Josias, all committed sin."
105,206741,Ecclesiasticus 49.5 (Vulgate),Latin,2,0.7283684611320496,0.58654153,"vid. ecclus. cap. 49. 4. all except david, hezekias and iosias, committed wickedness, for even the kings of iudah forsook the law of the most, high, and failed. iehoshaphat.","Ecclesiasticus 49.5: Praeter David et Ezechiam et Josiam, omnes peccatum commiserunt:"
106,206973,Romans 2.11 (Vulgate),Latin,0,0.7540143132209778,0.87276703,why god accepteth not of persons.,Romans 2.11: non enim est acceptio personarum apud Deum.
107,206973,Romans 2.11 (ODRV),English,1,0.7603435516357422,0.7075693,why god accepteth not of persons.,Romans 2.11: For there is no acception of persons with God.
108,207004,John 7.9 (ODRV),English,0,0.6578103303909302,0.8176612,why christ begun his ministery in galilee.,"John 7.9: When he had said these things, himself taried in Galilee."
109,207067,1 Corinthians 15.26 (Geneva),English,0,0.8186140656471252,0.910711,the second enemy is death.,"1 Corinthians 15.26: The last enemie that shalbe destroyed, is death."
110,207067,1 Corinthians 15.26 (AKJV),English,1,0.8105047345161438,0.880277,the second enemy is death.,"1 Corinthians 15.26: The last enemie that shall be destroyed, is death."
111,207200,Proverbs 6.9 (AKJV),English,0,0.8301126956939697,0.99369615,"awake thou that sleepest, eph. 5. how long wilt thou sleep o sluggard? * rov 6. 9.","Proverbs 6.9: How long wilt thou sleepe, O sluggard? when wilt thou arise out of thy sleepe?"
112,207200,Proverbs 6.9 (Geneva),English,1,0.8223762512207031,0.99361104,"awake thou that sleepest, eph. 5. how long wilt thou sleep o sluggard? * rov 6. 9.","Proverbs 6.9: Howe long wilt thou sleepe, O sluggarde? when wilt thou arise out of thy sleepe?"
113,207200,Proverbs 6.9 (Douay-Rheims),English,2,0.826681911945343,0.99217695,"awake thou that sleepest, eph. 5. how long wilt thou sleep o sluggard? * rov 6. 9.","Proverbs 6.9: How long wilt thou sleep, O sluggard? when wilt thou rise out of thy sleep?"
