Matthew 2.11 (ODRV),ODRV,New Testament,Matthew,2,11,"And entring into the house, they found the childe with MARIE his mother, & faling downe adored him; and opening their treasures, they offered to him guiftes; gold, frankincense, and myrrhe."
Matthew 2.12 (ODRV),ODRV,New Testament,Matthew,2,12,"And hauing receiued an answer in sleepe that they should not returne to Herod, they went backe an other way into their contrey."
Matthew 2.13 (ODRV),ODRV,New Testament,Matthew,2,13,"And after they were departed, Behold an Angel of our Lord appeared in sleepe to Ioseph, saying: Arise, & take the childe and his mother, and fly into AEgypt; and be there vntil I shal tel thee. For it will come to passe that Herod wil seeke the childe to destroy him."
Matthew 2.14 (ODRV),ODRV,New Testament,Matthew,2,14,"Who arose, & tooke the childe and his mother by night, and retired into AEgypt: and he was there vntil the death of Herod:"
Matthew 2.15 (ODRV),ODRV,New Testament,Matthew,2,15,"that it might be fulfilled which was spoken of our Lord by the Prophet, saying: Out of AEgypt haue I called my Sonne."
Matthew 2.16 (ODRV),ODRV,New Testament,Matthew,2,16,"Then Herod perceauing that he was deluded by the Sages, was exceeding angrie; and sending murdered al the men children that were in Bethlehem, & in al the borders therof, from two yeare old and vnder, according to the time which he had diligently sought out of the Sages."
Matthew 2.17 (ODRV),ODRV,New Testament,Matthew,2,17,Then was fulfilled that which was spoken by Iereminie the Prophet saying:
Matthew 2.18 (ODRV),ODRV,New Testament,Matthew,2,18,"A voice in Rama was heard, crying out & much wayling: Rachel bewayling her children, & would not be comforted, because they are not."
Matthew 2.19 (ODRV),ODRV,New Testament,Matthew,2,19,"But when Herod was dead, behold an Angel of our Lord appeared in sleep to Ioseph in AEgypt."
Matthew 2.20 (ODRV),ODRV,New Testament,Matthew,2,20,"saying: Arise, and take the child & his mother, and goe into the land of Israel. For they are dead that sought the life of the child."
Matthew 2.21 (ODRV),ODRV,New Testament,Matthew,2,21,"Who arose, & took the child and his mother, and came into the land of Israel."
Matthew 2.22 (ODRV),ODRV,New Testament,Matthew,2,22,"But hearing that Archelaus raigned in Iewrie for Herod his father, he feared to goethither: and being warned in sleep retyred into the quarters of Galilee."
Matthew 2.23 (ODRV),ODRV,New Testament,Matthew,2,23,And coming he dwelt in a citie called Nazareth: that it might be fulfilled which was sayd by the Prophets: That he shal be called a Nazarite.
Matthew 3.1 (ODRV),ODRV,New Testament,Matthew,3,1,"AND in those dayes cometh Iohn the Baptist preaching in the desert of Iewrie,"
Matthew 3.2 (ODRV),ODRV,New Testament,Matthew,3,2,& saying: Doe pennance: for the Kingdom of Heauen is at hand.
Matthew 3.3 (ODRV),ODRV,New Testament,Matthew,3,3,"For this is he that was spoken of by Esay the Prophet, saying: A voyce of one crying in the desert, prepare ye the way of our Lord, make straight his paths"
Matthew 3.4 (ODRV),ODRV,New Testament,Matthew,3,4,"And the said Iohn had his garment of Camels heare, and a girdle of a skinne about his Ioynes: and his meate was locustes & wilde honie."
Matthew 3.5 (ODRV),ODRV,New Testament,Matthew,3,5,"Then went forth to him Hierusalem and al Iewrie, and al the countrey about Iordan:"
Matthew 3.6 (ODRV),ODRV,New Testament,Matthew,3,6,"& were baptized of him in Iordan, confessing their sinnes."
Matthew 3.7 (ODRV),ODRV,New Testament,Matthew,3,7,"And seeing many of the Pharisees and Sadducees coming to his Baptisme, he said to them. Ye vipers brood, who hath shewed you to flee from the wrath to come?"
Matthew 3.8 (ODRV),ODRV,New Testament,Matthew,3,8,Yeald therfore fruit worthie of pennance.
Matthew 3.9 (ODRV),ODRV,New Testament,Matthew,3,9,"And delight not to say within your selues, we haue Abraham to our father. For I tell you that God is able of these stones to raise vp children to Abraham."
Matthew 3.10 (ODRV),ODRV,New Testament,Matthew,3,10,"For now the axe is put to the roote of the trees. Euery tree therfore that doth not yeald good fruit, shal be cut downe, & cast into the fire."
Matthew 3.11 (ODRV),ODRV,New Testament,Matthew,3,11,"I indeed baptize you in water vnto pennance, but he that shal come after me, is stronger then I, whose shoes I am not worthy to beare, he shal baptize you in the Holy Ghost; & fire."
Matthew 3.12 (ODRV),ODRV,New Testament,Matthew,3,12,"Whose fanne is in his hand, and he shal cleane purge his floore: and he wil gather his wheate into the barne, but the chaffe he wil burne with vnquenchable fire."
Matthew 3.13 (ODRV),ODRV,New Testament,Matthew,3,13,"Then cometh IESVS from Galilee to Iordan, vnto Iohn, to be baptized of him."
Matthew 3.14 (ODRV),ODRV,New Testament,Matthew,3,14,"But Iohn stayed him, saying: I ought to be baptized of thee, and comest thou to me?"
Matthew 3.15 (ODRV),ODRV,New Testament,Matthew,3,15,"And IESVS answering, sayed to him: Suffer me for this time. For so it becommeth vs to fulfil al iustice. Then he suffered him."
Matthew 3.16 (ODRV),ODRV,New Testament,Matthew,3,16,"And IESVS being baptized forthwith came out of the water: and loe the Heauens opened to him: & he saw the Spirit of God descending as a doue, & coming vpon him."
Matthew 3.17 (ODRV),ODRV,New Testament,Matthew,3,17,"And behold a voice from Heauen saying: This is my beloved Sonne, in whom I am wel pleased."
Matthew 4.1 (ODRV),ODRV,New Testament,Matthew,4,1,"THEN IESVS was ledde of the Spirit into the desert, to be tempted of the Diuel."
Matthew 4.2 (ODRV),ODRV,New Testament,Matthew,4,2,And when he had fasted fourtie daies and fourtie nights afterward he was hungrie.
Matthew 4.3 (ODRV),ODRV,New Testament,Matthew,4,3,"And the tempter approached and said to him: If thou be Sonne of God, commaund that these stones be made bread."
Matthew 4.4 (ODRV),ODRV,New Testament,Matthew,4,4,"Who answered and said it is written, Not in bread alone doth man liue, but in euery word that proceedeth from the mouth of God."
Matthew 4.5 (ODRV),ODRV,New Testament,Matthew,4,5,"Then the Diuel tooke him vp into the holy citie, and set him vpon the pinnacle of the Temple,"
Matthew 4.6 (ODRV),ODRV,New Testament,Matthew,4,6,"and said to him: If thou be the Sonne of God, cast thy self downe, for it is written: That he wil giue his Angels charge of thee, & in their hands shal they hold thee vp, least perhaps thou knock thy foote against a stone."
Matthew 4.7 (ODRV),ODRV,New Testament,Matthew,4,7,"IESVS sayd to him againe: It is written, Thou shalt not tempt the Lord thy God."
Matthew 4.8 (ODRV),ODRV,New Testament,Matthew,4,8,"Againe the Diuel tooke him vp into a very high mountaine: and he shewed him the Kingdoms of the world, and the glorie of them,"
Matthew 4.9 (ODRV),ODRV,New Testament,Matthew,4,9,"and sayd to him: Al these wil I giue thee, if faling downe thou wilt adore me."
Matthew 4.10 (ODRV),ODRV,New Testament,Matthew,4,10,"Then IESVS saith to him: Avant Satan; for it is written, The Lord thy God shalt thou adore, and him only shalt thou serue."
Matthew 4.11 (ODRV),ODRV,New Testament,Matthew,4,11,"Then the Diuel left him; and behold Angels came, and ministred to him."
Matthew 4.12 (ODRV),ODRV,New Testament,Matthew,4,12,"And when IESVS had heard Iohn was deliuered vp, he retired into Galilee:"
Matthew 4.13 (ODRV),ODRV,New Testament,Matthew,4,13,"and leauing the citie of Nazareth, came and dwelt in Capharnaum a sea towne, in the borders of Zabulon of Nephthali;"
Matthew 4.14 (ODRV),ODRV,New Testament,Matthew,4,14,that it might be fulfilled which was said by Esay the Prophet.
Matthew 4.15 (ODRV),ODRV,New Testament,Matthew,4,15,"Land of Zabulon & land of Nephthali, the way of the sea beyond Iordan of Galilee, of the Gentils:"
Matthew 4.16 (ODRV),ODRV,New Testament,Matthew,4,16,"the people that fate sate in darknesse, hath seen great light: & to them that sate in a countrie of shadow of death, light is risen to them."
Matthew 4.17 (ODRV),ODRV,New Testament,Matthew,4,17,"From that time IESVS began to preach, and to say: Doe pennance, for the Kingdom of Heauen is at hand."
Matthew 4.18 (ODRV),ODRV,New Testament,Matthew,4,18,"And IESVS walking by the sea of Galilee, saw two brethren, Simon who is called Peter, and Andrew his brother, casting a net into the sea (for they were fishers)"
Matthew 4.19 (ODRV),ODRV,New Testament,Matthew,4,19,"and he sayth to them: Come ye after me, and I wil make you to be fishers of men."
Matthew 4.20 (ODRV),ODRV,New Testament,Matthew,4,20,"But they incontinent leauing the nets, folowed him."
Matthew 4.21 (ODRV),ODRV,New Testament,Matthew,4,21,"And going forward from thence, he saw other two brethren, Iames of Zebedee, and Iohn his brother, in a ship with Zebedee their father, reparing their nets: and he called them."
Matthew 4.22 (ODRV),ODRV,New Testament,Matthew,4,22,And they forthwith left their nets and father and folowed him.
Matthew 4.32 (ODRV),ODRV,New Testament,Matthew,4,32,"And IESVS went round about al Galilee, teaching in their Synagogues, & preaching the Ghospel of the Kingdom: and healing euery maladie, and euery infirmitie, in the people."
Matthew 4.24 (ODRV),ODRV,New Testament,Matthew,4,24,"And the bruite of him went into al Syria, and they presented to him al that were il at ease, diuersly taken with diseases and torments, and such as were possest, and lunatikes, and sick of the palsey, and he cured them:"
Matthew 4.25 (ODRV),ODRV,New Testament,Matthew,4,25,"And much people folowed him from Galilee, and Decapolis, and Hierusalem, and from Iurie and from beyond Iordan."
Matthew 5.1 (ODRV),ODRV,New Testament,Matthew,5,1,"AND seeing the multitudes, he went vp into a mountaine, and when he was set, his Disciples came vnto him."
Matthew 5.2 (ODRV),ODRV,New Testament,Matthew,5,2,"and opening his mouth he taught them, saying."
Matthew 5.3 (ODRV),ODRV,New Testament,Matthew,5,3,Blessed are the poore in Spirit: for theirs is the Kingdom of Heauen.
Matthew 5.4 (ODRV),ODRV,New Testament,Matthew,5,4,Blessed are the meek: for they shal possess the land.
Matthew 5.5 (ODRV),ODRV,New Testament,Matthew,5,5,Blessed are they that mourne: for they shal be comforted.
Matthew 5.6 (ODRV),ODRV,New Testament,Matthew,5,6,Blessed are they that hunger and thirst after iustice: for they shal have their fil.
Matthew 5.7 (ODRV),ODRV,New Testament,Matthew,5,7,Blessed are the merciful: for they shal obtayne mercie.
Matthew 5.8 (ODRV),ODRV,New Testament,Matthew,5,8,Blessed are the cleane of harte: for they shal see God.
Matthew 5.9 (ODRV),ODRV,New Testament,Matthew,5,9,Blessed are the peace-makers: for they shal be called the children of God.
Matthew 5.10 (ODRV),ODRV,New Testament,Matthew,5,10,Blessed are they that suffer persecution for iustice for theirs is the Kingdom of Heauen.
Matthew 5.11 (ODRV),ODRV,New Testament,Matthew,5,11,"Blessed are ye when they shal revile you, and persecute you, & speake al that naught is against you, vntruly, for my sake:"
Matthew 5.12 (ODRV),ODRV,New Testament,Matthew,5,12,"be glad & rejoyce, for your reward is very great in Heauen. For so they persecuted the Prophets, that were before you."
Matthew 5.13 (ODRV),ODRV,New Testament,Matthew,5,13,You are the salt of the earth.
Matthew 5.14 (ODRV),ODRV,New Testament,Matthew,5,14,"But if the salt leese his vertue, wherewith shal it be salted? it is good for nothing any more but to be cast forth, and to be troden of men."
Matthew 5.15 (ODRV),ODRV,New Testament,Matthew,5,15,"You are the light of the world. A citie cannot be hid, situated on a mountaine."
Matthew 5.16 (ODRV),ODRV,New Testament,Matthew,5,16,"Neither do men light a candel and put it vnder a bushel, but vpon a candlestike, that it may shine to al that are in the house."
Matthew 5.17 (ODRV),ODRV,New Testament,Matthew,5,17,"So let your light shine before men, that they may see your good workes, and glorifie your Father which is in Heauen."
Matthew 5.18 (ODRV),ODRV,New Testament,Matthew,5,18,"Doe not thinke that I am to breake the Law, or the Prophets. I am not come to breake, but to fulfil."
Matthew 5.19 (ODRV),ODRV,New Testament,Matthew,5,19,"For assuredly I say vnto you, til Heauen and earth passe, one iot, or one tittle shal not passe the Law, til al be fulfilled."
Matthew 5.20 (ODRV),ODRV,New Testament,Matthew,5,20,"He therfore that shal breake one of these least commandements, and shal so teach men, shal be caled the least in the Kingdom of Heauen. But he that shal do and teach, shal be called great in the Kingdom of Heauen."
Matthew 5.21 (ODRV),ODRV,New Testament,Matthew,5,21,"For I tel you, that vnles your iustice abound more then that of the Scribes and Pharisees, you shal not enter into the Kingdom of Heauen."
Matthew 5.22 (ODRV),ODRV,New Testament,Matthew,5,22,"You haue heard that it was said to them of old: Thou shalt not kil. And whoso killeth, shal be in danger of iudgement."
Matthew 5.23 (ODRV),ODRV,New Testament,Matthew,5,23,"But I say you, that whosoeuer is angrie with his brother, shal be in danger of iudgment. And whosoeuer shal say to his brother, Raca, shal be in danger of councel. And whosoeuer shal say, Thou foole, shal be guilty of the Hel of fire."
Matthew 5.24 (ODRV),ODRV,New Testament,Matthew,5,24,"If therfore thou offer thy guift at the Altar, and there thou remember that thy brother hath ought against thee;"
Matthew 5.25 (ODRV),ODRV,New Testament,Matthew,5,25,"leaue there thy offering before the Altar, and goe first to be reconciled to thy brother: and then coming thou shalt offer thy guift."
Matthew 5.26 (ODRV),ODRV,New Testament,Matthew,5,26,"Be at agreement with thy aduersarie betimes, whiles thou art in the way with him; lest perhaps the aduersarie deliuer thee to the iudge, and the iudge deliuer thee to the officer, and thou be cast into prison."
Matthew 5.27 (ODRV),ODRV,New Testament,Matthew,5,27,"Amen I say to thee, thou shalt not goe out from thence til thou repay the last farthing."
Matthew 5.28 (ODRV),ODRV,New Testament,Matthew,5,28,You haue heard that it was said to them of old: Thou shalt not commit aduoutrie.
Matthew 5.29 (ODRV),ODRV,New Testament,Matthew,5,29,"But I say to you, that whosoeuer shal see a woman to lust after her, hath already committed aduoutrie with her in his hart."
Matthew 5.30 (ODRV),ODRV,New Testament,Matthew,5,30,"And if thy right eye scandalize thee, pluck it out, & cast it from thee. For it is expedient for thee that one of thy limmes perish, rather then thy whole body goe into Hel."
Matthew 5.31 (ODRV),ODRV,New Testament,Matthew,5,31,"And if thy right hand scandalize thee, cut it of, and cast it from thee: for it is expedient for thee that one of thy limmes perish rather then that thy whole body goe into Hel."
Matthew 5.32 (ODRV),ODRV,New Testament,Matthew,5,32,"It was said also, whosoeuer shal dismisse his wife, let him giue her a bil of diuorcemet."
Matthew 5.33 (ODRV),ODRV,New Testament,Matthew,5,33,"But I say to you, whosoeuer shal dismisse his wife, excepting the cause of fornication, maketh her to commit to commit aduoutrie: And he that shal marie her that is dismissed; committeth aduoutrie."
Matthew 5.34 (ODRV),ODRV,New Testament,Matthew,5,34,"Againe you haue heard that it was sayd to them of old, Thou shalt not commit periurie: but thou shal performe thy othes to our Lord."
Matthew 5.35 (ODRV),ODRV,New Testament,Matthew,5,35,"But I say to you not to sweare at al: neither by heauen, because it is the throne of God: neither by the earth, because it is the citie of the great King."
Matthew 5.36 (ODRV),ODRV,New Testament,Matthew,5,36,"Neither shalt thou sweare by thy head, because thou canst not make one heare white or blacke."
Matthew 5.37 (ODRV),ODRV,New Testament,Matthew,5,37,"Let your talke be yea, yea: no, no: and that which is ouer & aboue these, is of euil."
Matthew 5.38 (ODRV),ODRV,New Testament,Matthew,5,38,"You have heard that it was sayd, An eye for an eye, and a tooth for a tooth."
Matthew 5.39 (ODRV),ODRV,New Testament,Matthew,5,39,"But I say to you not to resist euil: but if one strike thee on thy right cheeke, turne to him also the other:"
Matthew 5.40 (ODRV),ODRV,New Testament,Matthew,5,40,"and to him that will contend with thee in iudgement, and take away thy coate, let goe thy cloke also vnto him."
Matthew 5.41 (ODRV),ODRV,New Testament,Matthew,5,41,"and whosoeuer wil force thee one mile, goe with him other twayne."
Matthew 5.42 (ODRV),ODRV,New Testament,Matthew,5,42,"He that asketh of thee, giue to him: and to him that would borow of thee, turne not away."
Matthew 5.43 (ODRV),ODRV,New Testament,Matthew,5,43,"You haue heard that it was sayd, Thou shalt loue thy neighbour, & hate thine enemie."
Matthew 5.44 (ODRV),ODRV,New Testament,Matthew,5,44,"But I say to you loue your enemies, doe good to them that hate you: and pray for them that persecute and abuse you:"
Matthew 5.45 (ODRV),ODRV,New Testament,Matthew,5,45,"that you may be the children of your father which is in heauen, who maketh his sunne to rise vpon good & bad, and rayneth vpon iust and vniust."
Matthew 5.46 (ODRV),ODRV,New Testament,Matthew,5,46,"For if you loue them that loue you, what reward shal you haue, do not also the Publicans this?"
Matthew 5.47 (ODRV),ODRV,New Testament,Matthew,5,47,"And if you salute your brethren only, what do you more, do not also the Heathen this?"
Matthew 5.48 (ODRV),ODRV,New Testament,Matthew,5,48,"Be you perfect therfore, as also your heauenly Father is perfect."
Matthew 6.1 (ODRV),ODRV,New Testament,Matthew,6,1,"TAKE good heed that you doe not your iustice before men, to before men, to be seen of them: otherwise reward you shal not haue with your father which is in heauen."
Matthew 6.2 (ODRV),ODRV,New Testament,Matthew,6,2,"Therfore when thou doest an almes-deede, found not a trompet before thee, as the Hypocrites do in the Synagogues and in the streetes, that they may be honoured of men: Amen I say to you, they haue receiued their reward."
Matthew 6.3 (ODRV),ODRV,New Testament,Matthew,6,3,"But when thou doest an almes-deede, let not thy left hand know what thy right hand doeth:"
Matthew 6.4 (ODRV),ODRV,New Testament,Matthew,6,4,"that thy almes-deede may be in secret, and thy father which seeth in secret, wil repay thee."
Matthew 6.5 (ODRV),ODRV,New Testament,Matthew,6,5,"And when ye pray, you shal not be as the Hypocrites, that loue to stand and pray in the Synagogues & corners of the streetes, that they may be seen of men: Amen I say to you, they haue receiued their reward."
Matthew 6.6 (ODRV),ODRV,New Testament,Matthew,6,6,"But thou when thou shalt pray, enter into thy chamber, and hauing shut the doore, pray to thy father in secret: and thy father which seeth in secret, wil repay thee."
Matthew 6.7 (ODRV),ODRV,New Testament,Matthew,6,7,"And when you are praying, speake not much, as the Heathen. For they thinke that in their much-speaking they may be heard."
Matthew 6.8 (ODRV),ODRV,New Testament,Matthew,6,8,"Be not you therefore like to them, for your father knoweth what is needeful for you, before you aske him."
Matthew 6.9 (ODRV),ODRV,New Testament,Matthew,6,9,"Thus therefore shal you pray. OVR FATHER which art in heauen, sanctified be thy name."
Matthew 6.10 (ODRV),ODRV,New Testament,Matthew,6,10,"Let thy kingdom come. Thy wil be done, as in heauen, in earth also."
Matthew 6.11 (ODRV),ODRV,New Testament,Matthew,6,11,Give vs today our supersubstiantial bread.
Matthew 6.12 (ODRV),ODRV,New Testament,Matthew,6,12,"And forgiue vs our debtes, as we also forgiue our debtors,"
Matthew 6.13 (ODRV),ODRV,New Testament,Matthew,6,13,And leade vs not into tentation. But deliuer vs from euil. Amen.
Matthew 6.14 (ODRV),ODRV,New Testament,Matthew,6,14,"For if you wil forgiue men their offences, your heauenly father wil forgiue you also your offences."
Matthew 6.15 (ODRV),ODRV,New Testament,Matthew,6,15,"But if you wil not forgiue men, neither wil your father forgiue you your offences."
Matthew 6.16 (ODRV),ODRV,New Testament,Matthew,6,16,"And when you fast, be not as the hypocrites, sad. For they disfigure their faces, that they may appeare vnto men to fast. Amen I say to you, that they haue receiued their reward."
Matthew 6.17 (ODRV),ODRV,New Testament,Matthew,6,17,"But thou when thou doest fast, anoynt thy head, and wash thy face:"
Matthew 6.18 (ODRV),ODRV,New Testament,Matthew,6,18,"that thou appeare not to men to fast, but to thy father which is in secret: and thy father which seeth in secret, wil repay thee."
Matthew 6.19 (ODRV),ODRV,New Testament,Matthew,6,19,"Heape not vp to your selues treasures on the earth: where the rust and mothe do corrupt, & where theeues digge through and steale."
Matthew 6.20 (ODRV),ODRV,New Testament,Matthew,6,20,"But heape vp to your selues treasures in heauen: where neither the rust nor mothe doth corrupt, and where theeues do not digge through nor steale."
Matthew 6.21 (ODRV),ODRV,New Testament,Matthew,6,21,"For where thy treasure is, there is thy hart also."
Matthew 6.22 (ODRV),ODRV,New Testament,Matthew,6,22,"The candel of thy body is thine eye. If thine eye be simple, thy whole body shal be lightsome."
Matthew 6.23 (ODRV),ODRV,New Testament,Matthew,6,23,"But if thine eye be naught: thy whole body shal be darkesome. If then the light that is in thee, be darkness: the darkness it self how great shal it be?"
Matthew 6.24 (ODRV),ODRV,New Testament,Matthew,6,24,"No man can serue two masters. For either he wil hate the one, and loue the other: or he wil sustayne the one, and contemne the other. You cannot serue God and Mammon."
Matthew 6.25 (ODRV),ODRV,New Testament,Matthew,6,25,"Therefore I say to you, be not careful for your life, what you shal eate, neither for your body what rayment you shal out on. Is not the life more then the meate: and the body more then the rayment?"
Matthew 6.26 (ODRV),ODRV,New Testament,Matthew,6,26,"Behold the foules of the ayre, that they sow not, neither reape, nor gather into barnes: and your heauenly father feedeth them."
Matthew 6.27 (ODRV),ODRV,New Testament,Matthew,6,27,"And which of you by caring, can adde to his stature one cubite?"
Matthew 6.28 (ODRV),ODRV,New Testament,Matthew,6,28,"And for rayment why are you careful? Consider the lilies of the field how they grow: they labour not, neither do they spinne."
Matthew 6.29 (ODRV),ODRV,New Testament,Matthew,6,29,"But I say to you, that neither Salomon in al his glorie was arayed as one of these."
Matthew 6.30 (ODRV),ODRV,New Testament,Matthew,6,30,"And if the grasse of the field, which to day is, and to morrow is cast into the ouen, God doth so clothe: how much more you, O ye of very smal faith?"
Matthew 6.31 (ODRV),ODRV,New Testament,Matthew,6,31,"Be not careful therefore, saying, what shal we eate, or what shal we drinke, or wherewith shal we be couered?"
Matthew 6.32 (ODRV),ODRV,New Testament,Matthew,6,32,for al these thinges the Heathen do seeke after. For your father knoweth that you neede al these things.
Matthew 6.33 (ODRV),ODRV,New Testament,Matthew,6,33,"Seeke therefore first the Kingdom of God, and the iustice of him, and al these things shal be giuen you besides."
Matthew 6.34 (ODRV),ODRV,New Testament,Matthew,6,34,Be not careful therfore for the morrow; for the morrow day wil be careful of it self. Sufficient for the day is the euil thereof.
Matthew 7.1 (ODRV),ODRV,New Testament,Matthew,7,1,"IVDGE not, that you be not iudged."
Matthew 7.2 (ODRV),ODRV,New Testament,Matthew,7,2,"For in what iudgement you iudge, you shal be iudged: and in what measure you mete, it shal be measured to you againe."
Matthew 7.3 (ODRV),ODRV,New Testament,Matthew,7,3,And why seest thou the mote that is in thy brothers eye: and the beame that is in thine owne eye thou seest not?
Matthew 7.4 (ODRV),ODRV,New Testament,Matthew,7,4,Or how sayest thou to thy brother: Let me cast out the mote of thine eye; and behold a beame is in thine owne eye?
Matthew 7.5 (ODRV),ODRV,New Testament,Matthew,7,5,"Hypocrite, cast out first the beame out of thyne owne eye; and then shalt thou see to cast out the mote out of thy brothers eye."
Matthew 7.6 (ODRV),ODRV,New Testament,Matthew,7,6,"Giue not that which is holy to dogs: neither cast ye your pearles before swine, lest perhaps they treade them with their feete, & turning, al to teare you."
Matthew 7.7 (ODRV),ODRV,New Testament,Matthew,7,7,"Aske, and it shal be giuen you: seek, and you shal finde, knock, & it shal be opened to you."
Matthew 7.8 (ODRV),ODRV,New Testament,Matthew,7,8,"For euery one that asketh, receiueth: and that seeketh, findeth: and to him that knocketh, it shal be opened."
