id,estc,stc,title,authors,publisher,pubplace,subject_headings,date
A94062,R207741,S5992,"Justice justified; or The judges commission opened: in two assize sermons, preached before the judges of assize. The first at Chard, on Prov. 14.34. March 12. the other at Tauton, on Rom. 13.4. Aug.3. 1657. By James Strong, Master of Arts, and minister of the Gospel at Illmister in Sommerset.","Strong, James, 1618 or 19-1694.",printed for John Stafford and are to be sold at his house neer the George at Fleet bridge,London,"Sermons, English; 17th century.; Law (Theology); Early works to 1800.; Judges; Great Britain; History; Early works to 1800.",1658
A94058,R203693,S5986,"A sermon preached at a visitation held at Lin in Norfolk, June the 24th anno 1633. Being an admonition to the clergy to remember and keep those severall oaths, promises, and subscriptions, which they solemnly have made at the taking of their degrees, their ordinations, and institutions to their benefices. By William Strode D.D.","Strode, William, 1600 or 1601-1645.",printed by W Wilson for Samuel Brown living in Well yard in Little St Bartholomews near the Lame Hospitall,London,"Sermons, English; 17th century.; Visitation sermons; Early works to 1800.",1660
A93510,R211965,S4554,"Some plain directions for the more profitable hearing of the vvord preached, together with the lets and hinderances that do usually keep people from profiting by hearing and also many characters and clear symptoms of good and profitable hearers; with severall arguments perswading a Christian to take heed how he hears; containing the heads of some sermons lately preached by the most unworthy of Christs servants in the ministery, and now printed for the further benefit of his flock.",Anonymous,Printed by Robert White and are to be sold at his House upon Adling hill,London,Christianity; Great Britain; Early works to 1800.,1650
A91736,R207682,R1242,"The comfort and crown of great actions. In a sermon preached, Decemb. 4. 1657. Before the honorable East-India company. By Edward Reynolds, D.D.","Reynolds, Edward, 1599-1676.",printed by Tho Newcomb for George Thomason at the Rose and Crown in St Pauls Church yard,London,"Sermons, English; 17th century.; Christian life; Biblical teaching; Early works to 1800.",1658
A90272,R203087,O766,"The labouring saints dismission to rest. A sermon / preached at the funeral of the Right Honourable Henry Ireton Lord Deputy of Ireland: in the Abbey Church at Westminster, the 6th. day of February 1651. By John Owen, minister of the Gospel. Licensed and entered according to order.","Owen, John, 1616-1683.",Printed by R and W Leybourn for Philemon Stephens at the Gilded Lion in Pauls Church yard,London,"Ireton, Henry, 1611-1651; Death and burial.; Sermons, English; 17th century.; Funeral sermons; 17th century.",1652
A96110,R204062,W1146,"The upright mans character and crown. Preached in a sermon at Pauls before the right Honourable the Lord Major, and the aldermen of the City of London, March 29. 1657. / By Thomas Watson minister of Stephens Walbrook London.","Watson, Thomas, d. 1686.",Printed for Ralph Smith at the Bible in Cornhill neer the Royal Exchange,London,"Christian life; Sermons; Early works to 1800.; Christian ethics; Sermons; Early works to 1800.; Sermons, English; 17th century.",1657
A94160,R203446,S628,"A sermon preached at Nevvport in the Isle of Wight, October 1648. In the time of the treaty. / By Robert Sanderson, D.D. chaplain to the late King, and Regius-Professor of Divinity in the University of Oxon.","Sanderson, Robert, 1587-1663.",printed by T M for Andrew Crook at the Green Dragon in S Pauls Church yard,London,"Bible.; N.T.; Galatians V, 22-23; Sermons.; Sermons, English; 17th century.",1653
A90296,R200768,O825,"A vision of vnchangeable free mercy, in sending the means of grace to undeserved sinners: wherein Gods uncontrollable eternall purpose, in sending, and continuing the gospel unto this nation, in the middest of oppositions and contingencies, is discovered: his distinguishing mercy, in this great work, exalted, asserted, against opposers, repiners: in a sermon preached before the Honourable House of Commons, April. 29. being the day of publike humiliation. Whereunto is annexed, a short defensative about church-government, (with a countrey essay for the practice of church-government there) toleration and petitions about these things. / By Iohn Owen, minister of the gospel at Coggeshall in Essex.","Owen, John, 1616-1683.",Printed by G M for Philemon Stephens at the signe of the Gilded Lion in Pauls Church yard,London,"Church of England; Government; Early works to 1800.; Bible.; N.T.; Acts XVI, 9; Sermons.; Sermons, English; 17th century.; Fast-day sermons; 17th century.; Grace (Theology); Early works to 1800.; Church polity; Early works to 1800.",1646
A90288,R203104,O805,"A sermon preached to the Honourable House of Commons, in Parliament assembled: on January 31. A day of solemne humiliation. With a discourse about toleration, and the duty of the civill magistrate about religion, thereunto annexed. Humbly presented to them, and all peace-loving men of this nation. / By John Owen, pastor of the Church of Christ, which is at Coggeshall in Essex.","Owen, John, 1616-1683.",Printed by Matthew Simmons for Henry Cripps in Popes head Alley,London,"Sermons, English; 17th century.; Religious tolerance; England; Sermons; Early works to 1800.; Fast-day sermons; 17th century.",1649
A97125,R200028,W773,"God iudging among the gods. Opened in a sermon before the Honourable House of Commons assembled in Parliament, upon the solemn day of monethly fast, March 26. 1645. / By Iohn Ward, minister of the gospel in Ipswich, and a member of the Assembly of Divines.","Ward, John, d. 1665.",Printed by I L for Christopher Meredith at the Crane in Pauls Church yard,London,"Bible.; O.T.; Psalms LXXXII, 1; Sermons.; Sermons, English; 17th century.",1645
A93958,R228093,S580,"Ad clerum. A sermon preached at a visitation holden at Grantham in the county and diocess of Lincolne, 8. Octob. 1641. By a late learned prelate. Now published by his own copy.","Sanderson, Robert, 1587-1663.",printed by H Hall printer to the university for Ric Davis,Oxford,"Bible.; N.T.; Matthew XV, 9; Sermons; Early works to 1800.; Sermons, English; 17th century.; Visitation sermons; England; 17th century; Early works to 1800.",1670
A90269,R203086,O758,"God's work in founding Zion, and his peoples duty thereupon. A sermon preached in the Abby Church at Westminster, at the opening of the Parliament Septemb. 17th 1656. / By John Owen: a servant of Jesus Christ in the work of the Gospell.","Owen, John, 1616-1683.",Printed by Leon Lichfield printer to the University for Tho Robinson,Oxford,"Bible.; O.T.; Isaiah XIV, 32; Sermons.; Sermons, English; 17th century.",1656
A91855,R201252,R1580,"A broken spirit, God's sacrifices. Or, The gratefulnesse of a broken spirit unto God. Represented in a sermon, before the right Honourable House of Peeres, in K. Henry the Seventh's chappell in the Abbey Westminster, upon Wednesday Decemb. 9. 1646. Being a day of publike humiliation for removing of the great judgment of rain and waters then upon the kingdome, &c. / By Fran. Roberts M. A. Minister of Christ, at Austins, London.","Roberts, Francis, 1609-1675.",Printed for George Calvert of Austins parish in the Old Change at the signe of the Golden Fleece,London,"Bible.; O.T.; Psalms LI, 17; Sermons.; Sermons, English; 17th century.; Fast-day sermons; 17th century.",1646
A95720,R233016,T966A,"Unum necessarium: sive practica definitio orationis. Ymarferol Athrawiaeth Gweddi yn Dangos bêth (ac mor angenrheidiol) yw'r Ddyledfwydd bwyffawr honno: Mewn trathawd byrr, O waith Joan Thomas, Y hwaelaf a'r anheilyngaf o weision Crîst.","Thomas, John, fl. 1680.",s n,A Brintiwyd yn Llundain ir Awdwr,"Devotional literature; Early works to 1800.; Christian life; Early works to 1800.; Preaching; Wales,xEarly works to 1800.; Sermons, Welsh; 17th century.",1680
A93248,R206386,S3736,"The glorious feast of the Gospel. Or, Christs gracious invitation and royall entertainment of believers. Wherein amongst other things these comfortable doctrines are spiritually handled: Viz. 1. The marriage feast between Christ and his Church. 2. The vaile of ignorance and unbeliefe removed. 3. Christs conquest over death. 4. The wiping away of teares from the faces of Gods people. 5. The taking away of their reproaches. 6. The precious promises of God, and their certaine performance. 7. The divine authority of the holy scriptures. 8. The duty and comfort of waiting upon God. / Delivered in divers sermons upon Isai.25 chap.6,7,8,9 verses, by the late reverend, learned and faithfull minister of the Gospell, Richard Sibbs, D.D. Master of Katharine-Hall in Cambridge, and preacher at Grayes-Inne, London. Perused by those that were instructed to revise his writings.","Sibbes, Richard, 1577-1635.",Printed for John Rothwell at the Sun and Fountaine in Paul s Church yard neare the little North doore,London,"Bible.; O.T.; Isaiah 25, 6-9; Sermons; Early works to 1800.; Sermons, English; 17th century.",1650
A90603,R8274,P183,"The mysticall vvolfe. Set forth in a sermon preached in the Church of Edmond the King, in Lombard-street. / By E.P.","Pagitt, Ephraim, 1574 or 5-1647.",Printed by Marie Okes and are to be sold by Robert Trot at his shop under the Church of Edmond the King,London,"Bible.; N.T.; Matthew VII, 15; Sermons; Early works to 1800.; Dissenters, Religious; England; Sermons; Early works to 1800.; Sermons, English; 17th century.",1645
A94736,None,T1809,"Iehovah iireh: or, Gods providence in delivering the godly. Opened in two sermons in the citie of Bristoll, on the day of publike thanksgiving in that citie, March 14. 1642. For the deliverance of that citie from the invasion without, and the plot of malignants within the city, intended to have been acted the Tuesday night before. With a short narration of that bloody and abominable plot. Preached by Iohn Tombes, B.D. It is this two and twentieth day of Aprill, Anno Dom. 1643. ordered by the Committee of the House of Commons in Parliament concerning printing, that this booke intituled, Johovah Jireh, or Gods providence in delivering the godly, be printed. John White.","Tombes, John, 1603?-1676.; England and Wales. Parliament. House of Commons. aut",Printed by Rich Cotes for Michael Sparkes Senior,London,"Bristol (England); History; Siege, 1643; Sermons; Early works to 1800.; Great Britain; History; Civil War, 1642-1649; Early works to 1800.",1643
A90394,R206404,P1177,"Light or darknesse, displaying or hiding it self, as it pleaseth, and from or to whom it pleaseth: arraigning, judging, condemning, both the shame and glory of the creature, in all its severall breakings forth from, and appearances in, the creature. / Held forth to publike view in a sermon, a letter, and severall other inward openings. Through Isaac Penington, (junior) Esq;","Penington, Isaac, 1616-1679.",Printed by John Macock,London,"Sermons, English; 17th century.",1650
A95657,R201136,T781,"Pseudeleutheria. Or Lawlesse liberty. Set forth in a sermon preached before the Right Honourable the Lord Major of London, &c. in Pauls, Aug. 16. 1646. / By Edvvard Terry, Minister of the Word, and pastor of the church at Great-Greenford in the country of Middlesex. Sept. 11. 1646. Imprimatur. John Downame.","Terry, Edward, 1590-1660.",Printed by Thomas Harper and are to be sold by Charles Greene at his shop in Ivie Lane at the signe of the Gun,London,"Bible.; O.T.; Psalms II, 3; Sermons.; Liberty; Religious aspects; Early works to 1800.; Sermons, English; 17th century.",1646
A94360,R203830,T1221B,"A sermon concerning the sacrifice and satisfaction of Christ. preached before the Queen at Whitehall, April 9., 1693.","Tillotson, John, 1630-1694.",s n,London,"Jesus Christ; Sermons.; Church of England; Sermons.; Bible.; N.T.; Hebrews IX, 26; Sermons.; Sermons, English; 17th century.; Suffering of God.",1693
A96973,R208406,W3685,"Five sermons, in five several styles; or Waies of preaching. The [brace] first in Bp Andrews his way; before the late King upon the first day of Lent. Second in Bp Hall's way; before the clergie at the author's own ordination in Christ-Church, Oxford. Third in Dr Maine's and Mr Cartwright's way; before the Universitie at St Maries, Oxford. Fourth in the Presbyterian way; before the citie at Saint Paul's London. Fifth in the Independent way; never preached. With an epistle rendring an account of the author's designe in printing these his sermons, as also of the sermons themselves. / By Ab. Wright, sometimes Fellow of St John Baptist Coll. in Oxford.","Wright, Abraham, 1611-1690.",Printed for Edward Archer at the Adam and Eve in Little Britain,London,"Sermons, English; 17th century.",1656
A91746,R203411,R1265,"The meanes and method of healing in the Church. Set forth in a sermon. Preached before the Right Honourable the House of Peers in Westminster Abby, April 30. 1660. being a day of solemn humiliation to seek God for his blessing on the counsels of the Parliament. By Edward Reynolds, D.D. and Dean of Christ-Church.","Reynolds, Edward, 1599-1676.",printed by Tho Ratcliffe for George Thomason at the Rose and Crown in St Paul s Church yard,London,"Sermons, English; 17th century.; Fasts and feasts; Church of England; Early works to 1800.; Church polity; Sermons; Early works to 1800.",1660
A92145,R200125,R2393,"A sermon preached before the Right Honorable House of Lords, in the Abbey Church at Westminster, Wednesday the 25. day of Iune, 1645. Being the day appointed for a solemne and publique humiliation. / By Samuel Rutherfurd Professor of Divinitie at St. Andrews.","Rutherford, Samuel, 1600?-1661.",Printed by R C for Andrew Crook and are to be sold at his shop at the signe of the Greene Dragon in Pauls Church yard,London,"Sermons, English; 17th century.; Fast-day sermons; 17th century.",1645
A90689,R203182,P2183,"Englands season for reformation of life. A sermon delivered in St. Paul's Church, London. On the Sunday next following His Sacred Majesties restauration. By Tho. Pierce, rector of Brington.","Pierce, Thomas, 1622-1691.",printed for Timothy Garthwait at the little North door in St Paul s Church Yard,London,"Sermons, English; 17th century.; Restorations, Political; Early works to 1800.",1660
A90263,R203084,O715,"The branch of the Lord, the beauty of Sion: or, The glory of the Church, in it's relation unto Christ· Opened in two sermons; one preached at Berwick, the other at Edinburgh. By John Owen, minister of the Gospel.","Owen, John, 1616-1683.",Printed by Evan Tyler,Edinburgh,"Sermons, English; 17th century.",1650
A91754,R207479,R1289,"Sions praises. Opened in a sermon preached before the Right Honourable the Lord Mayor, aldermen and common council of London: on the day of solemn thanksgiving unto God for his long and gracious preservation of that great city, from pestilence, fire, and other dangers. By Edward Reynolds. D.D.","Reynolds, Edward, 1599-1676.",printed by Tho Newcomb for George Thomason and are to be sold at his shop at the sign of the Rose and Crown in Pauls Church yard,London,"Sermons, English; Early works to 1800.",1657
A93876,R203622,S5476,"The commings [sic] forth of Christ in the power of his death. Opened in a sermon preached before the High Court of Parliament, on Thursday the first of Novem. 1649. being a publike thanksgiving for the victories obtained by the Parliaments forces in Ireland, especially for the taking of Droghedah, since which Wexford also was taken. By Peter Sterry, sometimes fellow of Emanuel Colledge in Cambridge: and now preacher of the Gospel in London.","England and Wales. Parliament. aut; Sterry, Peter, 1613-1672.",Printed by Charles Sumptner for Thomas Brewster and Gregory Moule and are to be sold at the three Bibles in the Poultrey under Mildreds Church,London,"Sermons, English; 17th century.",1649
A90290,R203106,O806,"A sermon preached to the Parliament, Octob. 13. 1652. A day of solemne humiliation. Concerning the kingdome of Christ, and the power of the civile magistrate about the things of the worship of God.    / By John Owen.","Owen, John, 1616-1683.",Printed by Leonard Lichfield printer to the University for Thomas Robinson,Oxford,"Sermons, English; 17th century.; Fast-day sermons; 17th century.",1652
A94741,R200471,T1825,"Tvvo treatises and an appendix to them concerning infant-baptisme. The former treatise being an exercitation presented to the chair-man of a committee of the Assembly of Divines. The later an examen of the sermon of Mr Stephen Marshall, about infant-baptisme, in a letter sent to him. / By John Tombes. B.D.","Tombes, John, 1603?-1676.; Tombes, John, 1603?-1676. Excercitation about infant-baptisme.",Printed for George Whittington and are to be sold at the signe of the Blackmore in Bishopsgate streete,London,"Marshall, Stephen, 1594?-1655.; Sermon of the baptizing of infants.; Infant baptism; Early works to 1800.",1645
A96382,R186513,W1884,For the King and both houses of Parliament.,"R. T. (Rebecca Travers), 1609-1688.; Ellson, Mary, 1623 or 4-1707; Whitehead, Ann, 1624-1686.",s n,London,Society of Friends; Sermons; Early works to 1800.; Quakers; Persecutions; Early works to 1800.; Broadsides; England; London; 17th century.,1670
A91760,R203437,R1302,"The wall & glory of Jerusalem, in a sermon preached in St. Pauls-Church London, before the Right Honorable the Lord Mayor, Lord General, aldermen, Common Council, and companies of the Honorable City of London, February 28. 1659. Being a day of solemn thanksgiving unto God, for restoring the Parliament and Common Council, and for preserving the City. By Edward Reynolds D.D.","Reynolds, Edward, 1599-1676.",printed by Tho Newcomb for George Thomason at the Rose and Crown in St Pauls Church yard,London,"Sermons, English; 17th century.",1660
A96652,R204901,W2899,"A good and seasonable caveat for Christians. Delivered in a sermon at the funerall of the right worshipfull Sir Charles Shirley, Knight and baronet, in the parish church of Breedon, in Leicester-Shire. / By John Wilson, Master of Arts, and preacher of Gods word in the sayd parish. 7. Octob. 1646. Imprimatur, Jo. Downame.","Wilson, John, of Breedon, Leicestershire.",Printed for Richard Harper and are to be sold at his shop in Smithfield,London,"Shirley, Charles,; Sir, 1623-1646; Early works to 1800.; God; Worship and love; Sermons; Early works to 1800.; Funeral sermons; Early works to 1800.; Sermons, English; 17th century.",1646
A96103,R204059,W1130,"The holy longing: or, The saints desire to be with Christ: delivered in a sermon at Al-hallows Lumbard-street, Aug. 24. 1658. At the funeral of Mr. Jacob Stock. / By Thomas Watson minister of Stephens Walbrook in the city of London.","Watson, Thomas, d. 1686.",Printed by E M for Ralph Smith at the sign of the Bible in Corn hill near the Royal Exchange,London,"Stock, Jacob, d. 1658; Early works to 1800.; Bible.; N.T.; Philippians I, 23; Sermons.; Funeral sermons; 17th Century.",1659
A96494,R203284,W2160,"A sermon preached upon Sunday the third of March in St Maries Oxford before the great assembly of the Members, of the Honourable House of Commons there assembled.","Wilde, George, 1610-1665.",printed by Leonard Lichfield printer to the Vniversity,Oxford,"Sermons, English; 17th century.",1644
A91744,R203481,R1263,"The Lords property in His redeemed people. Opened in a sermon at St. Pauls Church, London, Octob. 28. / By Edward Reynolds, D.D. and chaplain in ordinary to the Kings Majesty. Printed by the order of the Lord Mayor and court of aldermen.","Reynolds, Edward, 1599-1676.",printed by T R for George Thomason at the Rose and Crown in St Paul s Church yard,London,"Sermons, English; 17th century.",1660
A91739,R203408,R1246,"Divine efficacy without humane power. Opened in a sermon preached at St. Margarets Church in Westminster before the Right Honourable the House of Commons, June 28. 1660. Being the day of solemne thanksgiving for the happy return of the Kings Majesty. / By Edward Reynolds D.D. and chaplain in ordinary to his Majesty.","Reynolds, Edward, 1599-1676.",Printed by Tho Ratcliffe for George Thomason at the Rose and Crown in St Paul s Church yard,London,"Sermons, English; 17th century.",1660
A87093,None,H720,"The epitaph of a godly man, especially a man of God or, The happines by death of holines in life. Delineated in a sermon preached at the funerall of Mr Adam Pemberton late minister of the parish of St Fosters Foster-lane : who ended this mortall, April the 8th, 1655. and was buried in hope of an immortal life the 11th of the same moneth. / By Nath: Hardy M.A. and preacher to the parish of St Dionis Back Church.","Hardy, Nathaniel, 1618-1670.",Printed by J G for Nathanaell Webb and William Grantham at the Black Bear neer the little North door of S Pauls Church,London,"Pemberton, Adam, d. 1655; Early works to 1800.; Christian life; Sermons; Early works to 1800.; Funeral sermons; 17th century.; Sermons, English; 17th century.",1655
A85370,R200027,G1093,"The discoverie of a publique spirit: presented in a sermon before the Honourable House of Commons at Margarets Westminster, at their publique fast, March 26. 1645. / By William Goode B.D. pastor of Denton in Norfolk, on of the Assembly of Divines.","Goode, William, b. 1599 or 1600.",Printed by I L for Christopher Meredith at the sign of the Crane in Pauls Church yard,London,"Bible.; N.T.; Acts XIII, 36; Sermons.; Sermons, English; 17th century.",1645
A82317,R201227,D927,"Right reformation: or, The reformation of the church of the New Testament, represented in Gospell-light. In a sermon preached to the Honourable House of Commons, on Wednesday, November 25. 1646. Together with a reply to the chief contradictions of Master Love's sermon, preached the same day. All published for the good of the faithfull, at their desire. / By William Dell, minister of the Gospel, attending on his Excellency Sir Thomas Fairfax.","Dell, William, d. 1664.",Printed by R White for Giles Calvert at the Black spred Eagle near the West end of Pauls,London,"Love, Christopher, 1618-1651; Early works to 1800.; Bible.; N.T.; Hebrews IX, 10; Sermons.; Sermons, English; 17th century.; Church polity; Sermons; Early works to 1800.",1646
A85442,R207443,G1266,"The vvorld to come. Or, The kingdome of Christ asserted. In two expository lectures of Ephes. 1. 21, 22. verses. Prooving that between the state of this world as now it is, and the state of things after the day of judgement, when God shall be all in all: there is a world to come which is of purpose, and is a more especiall manner appointed for Jesus Christ to be king, and wherein he shall more eminently reign. / Preached by Mr. Tho: Goodwin many years since, at Antholins, London. Published for the truths sake.","Goodwin, Thomas, 1600-1680.",Printed and are to be sold in Popes head Alley and in Westminster Hall,London,"Bible.; N.T.; Ephesians I, 21-22; Sermons; Early works to 1800.; Sermons, English; Early works to 1800.",1655
A87607,R201430,J818,"Lux & lex, or The light and the lavv of Jacobs house: held forth in a sermon before the Honourable House of Commons at St Margarets Westminster March 31. 1647. being the day of publike humiliation. / By Robert Johnson, Eboraicus, one of the Assembly of Divines.","Johnson, Robert, d. 1670.",Printed by A Miller for Philemon Stephens at the signe of the Gilded Lion in Pauls Church yard,London,"Bible.; O.T.; Isaiah II, 6; Sermons.; Sermons, English; 17th century.; Fast-day sermons; 17th century.",1647
A88149,R201371,L2069,"A sermon preached before the Honourable House of Commons: at their publique fast, holden in Margarets Westminster. Febr. 24. 1646./47. / By John Lightfoot, Staffordiens. a Member of the Assembly of Divines.","Lightfoot, John, 1602-1675.",Printed by S I for Andrew Crooke and are to be sold at his shop at the signe of the Green Dragon in Pauls Church yard,London,"Bible.; O.T.; Psalms IV, 4; Sermons.; Sermons, English; 17th century.; Fast-day sermons; 17th century.",1647
