id,estc,stc,title,authors,publisher,pubplace,subject_headings,date
A81906,R205600,D2837,"A case of conscience resolved: concerning ministers medling with state matters in their sermons: and how far they are obliged by the Covenant to interpose in the affairs of civil government. / By J.D. Minister of the Gospell. March 15, imprimatur, Joseph Caryl.","Dury, John, 1596-1680.",Printed by R L for R W at the Star under S Peters Church in Cornhill,London," Early works to 1800. -- Great Britain -- Preaching --  Church history -- Solemn League and Covenant (1643). --  England --  History --  Civil War, 1642-1649 --  17th century",1649
A84063,R207188,E3222,"The babe of glory, breaking forth in the broken flesh of the saints breathing out the life of God (hid in their flesh) now to be revealed and raised, Isa. 40. 5, 6. By William Erbery.","Erbery, William, 1604-1654.",Printed by J C for Giles Calvet sic at the signe of the Black spread Eagle at the West end of Pauls,London," 17th century. -- Pastoral letters and charges. -- Sermons, English",1653
A81606,R171803,D1835A,A salutation and seasonable exhortation to children. By Dorcas Dole.,"Dole, Dorcas.",Printed and Sold by T Sowle in White Hart Court in Gracious Street,London,Children's sermons -- Society of Friends --  Pastoral letters and charges. --  England.,1700
A88596,R207307,L3182,"The true and perfect speec [sic] of Mr. Christopher Love on the scaffold on Tower-Hill on Friday last, being the two and twentieth day of this instant August, 1651. Comprizing his funerall sermon; his exhortation to the citizen his propositions touching religion; and his prayer immediately before his head was severed from his body. Together with Mr. Gibbons his speech; and the manner of his deportment, carriage, and resolution: published for the good of the Common-wealth of England.","Love, Christopher, 1618-1651.",by Iohn Clowes,Imprinted at London," Early works to 1800. -- Last words -- Love, Christopher, 1618-1651",1651
A81417,R224917,D1311A,"A dialogue; between George Keith, and an eminent Quaker relating to his coming over to the Church of England. With some modest reflections on Mr. Keith's two first sermons, preach'd at St. Georges Buttolphs Church on Sunday May the 12th. 1700.",Anonymous,s n,London," Early works to 1800. --  Controversial literature -- Keith, George, 1639?-1716 -- Society of Friends",1700
A85341,,G1038,"The good Catholick no bad subject. Or, A letter from a Catholick gentleman to Mr. Richard Baxter. Modestly accepting the challenge by him made in his Sermon of repentance, preached before the Honorable House of Commons, 30 April, 1660.",Anonymous,s n,London," Early works to 1800. -- Church and state -- Religion and state --  England --  Sermon of repentance -- Baxter, Richard, 1615-1691.",1660
A90702,R22392,P2222,"The sharpnesse of the svvord: or, Abners plea for accommodation. A sermon lately preached by John Pigot, curate of St Sepulchres, London.","Pigot, John.",Printed for John Clark and are to be sold at his shop under S Peters Church in Corn hill,London," 17th century. -- Great Britain --  Early works to 1800. --  Sermons --  O.T. --  Sermons. -- Sermons, English --  History --  Civil War, 1642-1649 --  Samuel, 2nd, II, 26 -- Bible.",1643
A96864,R210371,W3414,"Divine poems being meditations upon several sermons, preached at Eckington in the county of Darbie / by Mr. S.G. And put into vers by William Wood of Eckington, Gent.","Wood, William.; S. G.",Printed by Will Du Gard for the author,London, Early works to 1800. -- Christian life --  Poetry,1655
A93332,R184282,S4004,"A reply to a pamphlet called, Oaths no gospel-ordinance, &c. Wherein a sermon preached at Carlisle, Aug. 17. 1664. with all the arguments therein produced (to prove that our Saviour did not forbid all swearing) is fully vindicated ... / By Alan Smalwood ...","Smallwood, Allan, 1608-1686.; Howgill, Francis, 1618-1669. Oaths no gospel ordinance but prohibited by Christ.",Printed by Stephen Bulkley and are to be sold by Francis Mawbarne,York," Early works to 1800. -- Society of Friends --  England -- Oaths --  Moral and ethical aspects --  Sermon preached at Carlisle, Aug. 17, 1664. --  Doctrines -- Smallwood, Allan, 1608-1686.",1667
A90476,R203151,P1502,"A perfect narrative of the late proceedings of the Parliament of Scotland, in relation to the affaires of England. Also the manner of the funerall of the Right Honourable, Ferdinando Lord Fairfax : with the chief heads of his Lordships funerall-sermon, preached by Mr. Bowles. 15. March instant. And sundry other particulars concerning the L. Widdringdon, Sir Thomas Glemham, Sir Charles Lucas, and others late going into Scotland.","Bowles, Edward, 1613-1662.",Printed by Robert Austin,London," 1625-1649 --  Early works to 1800. --  Baron, 1584-1648 -- Fairfax, Ferdinando Fairfax, --  Politics and government -- Scotland --  Death and burial",1648
A95939,R200964,V472,"A vindication of certaine citizens that lately went to the leaguer, then before Oxford, or, Their answer to some prevaricating passages, inserted in an epistle, lately published by William Dell, minister of the Gospel. Occasioned, by their attesting his delivering of certain positions, in a sermon at the leaguer, here set down, they being thereunto called by the House of Lords. Published by authoritie.",Anonymous,Printed by Eliz Purslow for Thomas Vere at the upper end of the Old baily,London," Early works to 1800. -- Church and state -- Great Britain --  Building and glory of the truely Christian and spiritual church. --  Church history --  England -- Dell, William, d. 1664. --  17th century",1646
A79568,R223892,C3994eA,"The church defended, against Mr. Skingle's assize-sermon at Hertford In a letter to a friend. By a true lover of the orthodox clergie.",True lover of the orthodox clergie.,s n,London,"Assize sermons --  Early works to 1800. --  17th century. --  Reformation and union recommended, as the present duty and interest of the nation -- Skingle, Richard. --  Controversial literature",1699
A73832,S125208,6935.5,"A briefe dialogue, concerning preparation for the worthy receiuing of the Lords Supper. Taken, for the most part, out of the ten sermons of Mr I. Dod, and Mr. R. Cleaver, touching that subiect","Dod, John, 1549?-1645. Ten sermons tending chiefely to the fitting of men for the worthy receiving of the Lords Supper.; Dod, John, 1549?-1645.; Cleaver, Robert, 1561 or 2-ca. 1625. aut",printed by I B eale for Roger Iackson and are to be sold at his shop neere Fleete Conduit,London," Early works to 1800. -- Lord's Supper -- Sermons, English --  17th century.",1614
A77100,R206793,B3760,"Paideia Thriamous. The triumph of learning over ignorance, and of truth over faleshood. Being an answer to foure quæries. Whether there be any need of universities? Who is to be accounted an hæretick? Whether it be lawfull to use coventicles? Whether a lay-man may preach? VVhich were lately proposed by a zelot, in the parish church at Swacie neere Cambridge, after the second sermon, October 3. 1652. Since that enlarged by the answerer, R.B. B.D. and fellow of Trin. Col. Camb.","R. B. (Robert Boreman), d. 1675.",printed by R Royston at the Angel in Ivie lane,London, Early works to 1800. -- Religion --  Controversial literature,1652
A63877,R38378,T3277,"A letter to the clergy of the diœcess of Ely from the Bishop of Ely ; before, and preparatory to his visitation.","Turner, Francis, 1638?-1700.; Church of England. Diocese of Ely. Bishop (1684-1690 : Turner)",Printed by J Hayes,Cambridge Cambridgeshire,"Church of England -- Visitation sermons. --  Pastoral letters and charges. -- Theology, Practical.",1686
A62992,R222359,T1957B,"A letter to Mr. Mead, in answer to several unscriptural, and unsound sayings of his in a sermon against the seventh-day-sabbath, preached at his place of meeting, the twenty third of the second month. 1682. Wrote the same day the sermon was preached, refuting his arguments, and turning them back, making their unskilfulness and weakness manifest; and clearly evidencing, that the seventh-day is the sabbath day; by clear scripture-testimony, and sound arguments grounded thereon. Published for his hearers, because he would neither hear an objection in publick, nor admit of a conference in private.","Tovey, W.",printed for the author and are to be sold by John Lawrence at the Angel in Cornhil near the Royal Exchange,London, Early works to 1800. -- Sabbath,1682
A67411,R34712,W607A,"Theological discourses, in two parts the first containing VIII letters and III sermons concerning the blessed Trinity : the second, discourses & sermons on several occasions / by John Wallis ...","Wallis, John, 1616-1703.",Printed for Tho Parkhurst,London,"Theology, Doctrinal. --  17th century. -- Trinity. -- Sermons, English",1695
A60864,R18529,S4616,"Some short remarks upon a book, entituled, An answer (but is none) to Dr. Stillingfleet's sermon, by some nonconformists in a letter to his friend in London from a person of quality in the country.",Anonymous,Printed for Randall Taylor,London,"Humfrey, John, 1621-1719. -- Dissenters, Religious --  Answer to Dr. Stillingfleet's book of the unreasonableness of separation. --  England.",1680
A64639,R23555,U17,"Perez Uzza, Or, A serious letter sent to Master Edm. Calamy, January the 17th, 1663 touching his sermon at Aldermanbvry, December the 28th, intimating his close design, and dangerous insinuation against the publick peace : with some queries he is to answer, for the satisfaction of the world.","Udall, O.",Printed for George Bisaker,London," Eli trembling for fear of the Ark. -- Calamy, Edmund, 1600-1666.",1663
A64197,R219145,T4E,"Diotrephes detected, corrected, and rejected, and Archippus admonished: by a soft answer to an angry sermon and book lately published, intituled, A true account of what was done, at the casting of two members out of Mr. Stucleys congregation in Exon",E. T.,printed by M S for Henry Cripps and are to be sold at his shop in Popes Head Alley,London," Early works to 1800. -- Dissenters, Religious --  True account of what was done by a Church of Christ in Exon --  England -- Mall, Thomas, b. 1629 or 30. -- Excommunication",1658
A61683,R222081,S5743,"A letter sent to a friend containing some reflections upon a late book intituled, The Roman church vindicated, and M.S. convicted of a false witnesse against her Wherein is declar'd, that the Pope may excommunicate and depose Kings according to the judgement of their greatest doctors, decrees and practices of several Popes, and Canons of their most approved councils; and the author convicted of most notorious falsities, &c. By J.S. B.D.","Stopford, Joshua, 1636-1675.",s n,London,Anti-Catholicism --  Early works to 1800. --  Sermons --  England -- Catholic Church --  Controversial literature,1675
A48191,R27642,L1676,"A Letter to a member of Parliament now in the country upon the occasion of the sermon preached before the Honourable the House of Commons at St. Margaret's Westminster, Jan. 30th, and lately publish'd which letter is contained a just and seasonable and too necessary vindication of K. Charles I, and of all the kings of England that ever were before him or shall be after him and of the English monarchy.",Anonymous,Printed and sold by John Nutt,London,Great Britain --  1642-1649. --  Kings and rulers. --  Politics and government,1700
A43685,R6402,H1878,"A vindication of some among our selves against the false principles of Dr. Sherlock in a letter to the doctor, occasioned by the sermon which he preached at the Temple-Church on the 29th of May, 1692 : in which letter are also contained reflexions on some other of the doctor's sermons, published since he took the oath.","Hickes, George, 1642-1715.",s n,London," Early works to 1800. -- Sherlock, William, 1641?-1707. -- Divine right of kings --  Sermon preached at the Temple-Church, May 29, 1692.",1692
A43806,R5805,H2011,"The rites of the Christian church further defended in answer to the appeal of Dr. Wake : with a letter to Mr. Hill ... on the account of the Municipium ecclesiasticum, as also an answer / by Sam. Hill ...","Hill, Samuel, 1648-1716.; N. N.",Sold by the book sellers of London and Westminster,London," Municipium ecclesiasticum. --  1690. -- Hill, Samuel, 1648-1716. --  Sermons. --  Selections. -- Wake, William, 1657-1737.",1698
A46883,R220740,J743,"The Jewes message to their brethern in Holland; and a new letter touching their further proceedings sent from the kingdom of Scotland: with the arrive [sic] of some of them near Aberdeen, in a small ship, whose sails were white cranched sattin, their ropes and tackling silk of the sames colour; and their food on board only rice and pure honey. Also, another letter from Dr. Serarias, to doctor Homes; the rendovouzing of sexteen hundred thousand in the Turks dominions; and threescore thousand come into Europe; the Great Turks sad and fearful dream; and strange miracles performed by the Captain-general of the wandring Israelites; a description of their persons, habits, and weapons; the granting of liberty of conscience to all excepting infidels; a prophecie touching the downfal of Babylon in 66, and the year of reformation for the Gospel to be preached throughout all nations.",Anonymous,printed for George Freeman,London, Early works to 1800. -- Turkey --  Turkey -- Jews --  Ethnic relations --  History,1665
A40538,R26736,F2275A,"A Full and certain relation concerning the horrid plot of the papists and the barbarous and bloody murther of Sr. Edmund Bury Godfrey, one of His Majesties justices of the peace ... with an exact account in what manner he was found and what wounds he had on his body : together with the most noble manner of his being buried and the text of the sermon there preached ...",Anonymous,Printed for Lawrence White,London,"Popish Plot, 1678. --  Sir, 1621-1678. -- Godfrey, Edmund Berry,",1678
A41496,R37400,G1182,"Moses made angry, or, A letter written and sent to Dr. Hill, master of Trinity Colledg in Cambridg upon occasion of some hard passages that fell from him in a sermon preached at Pauls, May 4, 1651 / by John Goodwin.","Goodwin, John, 1594?-1665.",Printed by J M for Henry Cripps and Lodowick Lloyd,London," Redemption redeemed. -- Hill, Thomas, d. 1653. -- Goodwin, John, 1594?-1665. -- Redemption. -- Theology, Doctrinal.",1651
A45149,R5169,H3700,"Peace at Pinners-Hall wish'd, and attempted in a pacifick paper touching the universality of redemption, the conditionality of the covenant of grace, and our freedom from the law of works upon occasion of a sermon ... / by a lover of truth and accommodation.","Humfrey, John, 1621-1719.",Printed and are to be sold by Randal Taylor,London,Redemption. -- Grace (Theology),1692
A48968,R224117,L2844A,"The Lombard-Street lecturer's late farewell sermon, answer'd: or, the Welsh Levite toss'd de novo A dialogue between David J-nes and Dr. John Bastwick; and lovewit and fairman, two of his late parishioners. Addressed to the banker of Lombard-Street.",Anonymous,printed for the assigns of John Bastwick and sold by T J without Temple Barr,London,"Bastwick, John, 1593-1654 --  Early works to 1800. -- Jones, David, 1663-1724? --  Farewel-sermon preached to the united parishes of St. Mary Woolnoth, & St. Mary Woolchurch-Haw in Lombard-Street",1692
A56791,R1660,P961,"Jesus is God, or, The deity of Jesus Christ vindicated being an abstract of some sermons preach'd in the parish-church of St. James, Clerkenwell / by D. Pead.","Pead, Deuel, d. 1727.",Printed for George Conyers and Will Newton,London," 17th century. --  Divinity --  Sermons. -- Jesus Christ -- Sermons, English",1694
A55289,R17446,P2736,A Poetical essay devoted to the glorious memory of our late queen occasion'd by a number of poems and sermons upon her death.,Anonymous,s n,London,"Mary --  Poetry. --  II, --  Queen of England, 1662-1694",1695
A54939,R7270,P2307,"A letter from Moses Pitt, to the authour of a book, intituled, some discourses upon Dr. Burnet, now Ld. Bp. of Salisbury and Dr. Tillotson, late Ld. A.B. of Canterbury occasioned by the late funeral sermon of the former upon the latter.","Hickes, George, 1642-1715.; Pitt, Moses, fl. 1654-1696.; Tillotson, John, 1630-1694.",Printed for Moses Pitt,London,"Burnet, Gilbert, 1643-1715. --  Sermon preached at the funeral of ... John ... Lord Archbishop of Canterbury.",1695
A57258,R214217,R142B,"Dr. Reignolds his letter to that worthy councellor, Sir Francis Knolles concerning some passages in Dr. Bancrofts sermon at Pavles Crosse, Feb. 9. 1588. in the Parliament time. As also A qvestion resolved by a learned doctor, whether the angels of the seaven churches, Revel. 2, & 3. make for Episcopall præ-eminence Jure Divino.","Rainolds, John, 1549-1607.",printed by W I dweling in Red crosse Street,London," Early works to 1800. -- Episcopacy --  Sir, d. 1643 -- Knollys, Francis, --  Sermon preached at Paules Crosse the 9. of Februarie -- Bancroft, Richard, 1544-1610. -- Church polity",1641
A56278,R28464,P4203,"Pulpit sparks, or, Choice forms of prayer by several reverend and godly divines ; used by them both before and after sermons ; with other prayers for extraordinary occasions ; together with Dr. Hewytt's last prayer.","Hewit, John, 1614-1658.",Printed for W Gilbertson,London,Prayers.,1659
A58892,R37197,S218,"A letter to a peer of the Church of England clearing a point touched in a sermon preached at Chester, before His Most Sacred Majesty, on the 28th of August, in answer to a post-script joyned unto the answer to Nubes testium.","Sabran, Lewis, 1652-1732.",Printed by Henry Hills,London,"Authority --  Answer to the compiler of the Nubes testium. --  Religious aspects. -- Gee, Edward, 1657-1730. -- Catholic Church --  Apologetic works.",1687
A16497,S106544,3410,"God and man. Or, a treatise catechisticall wherein the sauing knowledge of God and man is plainely, and breifely declared, whereby such as are ignorant may be helped, to heare sermons with profit, to reade the Bible or other bookes with iudgement, to receiue the Lords Supper with comfort, to discerne betweene truth and error, with vnderstanding, and to giue an answere to their minister, or any other that shall aske them a reason of their faith, with readinesse. Collected out of the sacred Scriptures, and the most orthodoxe and best approued diuines ancient and moderne, for the good of such as desire to be made wise to saluation, and heires of eternall life. By I.B. preacher of the Word.","Boughton, John, preacher of the word.",Printed by N icholas O kes for Samuel Man and are to be sold at his shop in Paules Church yard at the signe of the Swanne,London,Church of England --  English. --  Catechisms,1623
A18267,S4581,4884.5,"A table alphabeticall contayning and teaching the true writing and vnderstanding of hard vsuall English wordes, borrowed from the Hebrew, Greeke, Latine, or French &c. : with the interpretation thereof by plaine English words, gathered for the benefit and help of all vnskilfull persons : whereby they may the more easily and better vnderstand many hard English words, which they shall heare or read in Scriptures, sermons, or elsewhere, and also be made able to vse the same aptly themselues / set foorth by R.C. ; and newly corrected, and much inlarged by T.C.","Cawdry, Robert.; T. C.",Printed by T S for Edmund Weauer and are to be sold at his shop at the great north dore of Paules Church,London,English language --  Early works to 1700. --  Dictionaries,1609
A03696,S104236,13823,"Of the rich man and Lazarus Certaine sermons, by Robert Horne.","Horne, Robert, 1565-1640.",Printed by Ber Alsop for Iohn Hodgets,London," 17th century. -- Sermons, English",1619
A06013,S102042,1640,"The diocesans tryall Wherein all the sinnews of D. Dovvnames Defence are brought unto three heads, and orderly dissolved. By M. Paul Baynes.","Baynes, Paul, d. 1617.",Imprinted by G Thorp,Amsterdam," Early works to 1800. --  Defence of the sermon preached at the consecration of the L. Bishop of Bath and Welles, against a confutation thereof by a namelesse author -- Church of England -- Downame, George, d. 1634. --  Government --  Controversial literature",1618
A31039,R11565,B910,"The rector of Sutton committed with the dean of St. Paul's, or, A defence of Dr. Stillingfleet's Irenicum, his discourses of excommunication, idolatry, and other writings, against his late sermon entituled, The mischief of separation by the author of the Christian temper, in a letter to a friend.","Alsop, Vincent, 1629 or 30-1703.; Barret, John, 1631-1713.",Printed by J D to be sold by Richard Janeway,London," Mischief of separation. --  Irenicum. -- Stillingfleet, Edward, 1635-1699.",1680
A60568,R566,S4231A,"The life and death of Mr. William Moore, late fellow of Caius Colledge, and keeper of the University-Library as it was delivered in a sermon preached at his funeral-solemnity, April 24, 1659, in St Maries Church in Cambridge / by Tho. Smith ...","Smith, Thomas, 1623 or 4-1661.; Hammond, Henry, 1605-1660.",Printed by John Field printer to the University of Cambridge,Cambridge,"Funeral sermons. -- Sermons, English. -- Moore, William, 1590-1659.",1660
A64394,R34652,T736,"Publii Terentii Carthaginiensis Afris poëtae lepidissimi comoediae sex Anglo-Latinae in usum ludi-discipulorum, quo Feliciùs venustatem linguae Latinae ad sermonem quotidianum exercendum assequantur / a Carolo Hoole ... = Six comedies of that excellent poet Publius Terentius, an African of Carthage, in English and Latine : for the use of young scholars, that they may the more readily attain the purity of the Latine tongue for common discourse / by Charles Hoole ...","Hoole, Charles, 1610-1667.; Terence.",Printed for the Company of Stationers,London,Latin drama (Comedy),1663
A68546,S113745,19091,"God be thanked A sermon of thanksgiuing for the happy successe of the English fleetes, sent forth by the honourable company of aduenturers to the East Indies. Preached to the honourable gouernors and committees, and the whole company, of their good ship, the Hope Marchant happily returened: at Deptford on Maundy Thursday last being the 29th of March. 1616. Hereunto are added sundry necessary and vseful formes of prayer and thankes-giuing for the helpe of all such as trauell by sea, fitted to their seruerall occasions. By Samuel Page Dr. in Diuinitie.","Page, Samuel, 1574-1630.",Printed by Nicholas Okes for Simon Waterson and are to bee sold at his shop in Pauls Church yard at the signe of the Crowne,London," 17th century. --  Early works to 1800. --  Prayer-books and devotions -- Sailors -- Sermons, English",1616
A65419,R691,W1310,"A vindication of the present great revolution in England in five letters pass'd betwixt James Welwood, M.D. and Mr. John March, Vicar of Newcastle upon Tyne : occasion'd by a sermon preach'd by him on January 30. 1688/9 ...","Welwood, James, 1652-1727.; March, John, 1640-1692.",Printed and sold by R Taylor,London," 17th century. -- Great Britain --  Church history --  1689-1714. -- Sermons, English --  History",1689
A77638,R206796,B5014,"The naked vvoman, or a rare epistle sent to Mr. Peter Sterry minister at Whitehall; desiring him to shew the causes or reasons of his silence, in that he neither by his ministeriall office, charged the magistrates that were present to redresse, nor so much as shewd any sign of grief or detestation, as became a sincere Christian; against that most strange ans shamefull late act of an impudent woman, in the midst of his sermon on a Lords day at Whitehall chapell, concerning the resurrection, before the chief states of this nation. A satisfactory answer he returned; which with a lving acceptance thereof, are here also printed; very worthy the observation of all, both sexes and degrees of people in these nations.","Sterry, Peter, 1613-1672.; Brown, David, fl. 1650-1652.",printed for E Blackmore at the Angel in Pauls Church yard,London," Early works to 1800. -- Religion --  Naked woman, or a rare epistle to sent to Mr. Peter Sterry minister at Whitehall. -- Sterry, Peter, 1613-1672. -- Brown, David, fl. 1650-1652.",1652
A78013,R206611,B6143,"An individuall letter to every man that calls himselfe a minister of Jesus Christ. Penned more particularly for Mr. Christopher Love, upon some observations from his sermon, preached Jan. 29. 1644. at Windsor, and re-preached at Uxbridge, Jan. 30. 1644. upon Jer. 33. 6. Whereby the author doth examine and enquire, whether Master Love were ever called by God, and Jesus Christ, or directed by the spirit of truth to preach the said sermon: or ever sent forth by Jesus Christ to be his minister. Being also for a caveat or memento to all others who call themselves Christs ministers, to examine whether ever they had a mission or commission from Jesus Christ so to doe, the having embroyled the land of our nativity in an unnaturall warre formerly one with another, contrary to any command, precept, or practises of Christ and his apostles, or word of truth: by whose evill practises they have caused the gospel of truth and peace to be evill spoken of, and have opened a torrent of blood, which none but the heavenly physitian can stop and cure; to whom the author intreateth the people to looke, and pray, and waite for help, for vain is the help of man. Written by an English man, Christs servant, for Englands remembrance.","Burt, Nathaniel, fl. 1644-1655.",s n,London," Early works to 1800. -- Lay preaching -- Love, Christopher, 1618-1651. -- Clergy",1651
A42577,R21980,G461,"A third letter to F. Lewis Sabran, Jesuit wherein the defence of his challenge concerning invocation of saints is examined and confuted.","Gee, Edward, 1657-1730.",Printed for Ric Chiswell,London,"Sabran, Lewis, 1652-1732. --  Controversial literature. --  Sermon preached before the King at Chester on August 28, being the feast of Saint Augustin. -- Catholic Church",1688
A47973,R9509,L1368,"A letter from a clergy-man in the country, to a minister in the city, concerning ministers intermedling with state-affairs in their sermons & discourse",Clergy-man in the country.,s n,London,Church and state --  England.,1689
A42539,R8940,G420,"Upon the meeting of the sons of the clergy at a sermon preached before them in Saint Pauls church the eighth of November, 1655 specifying their several capacities, as they stood in the time of the law, and now under the gospel / by E. G.","Gayton, Edmund, 1608-1666.",Printed by T R,London,No Keywords,1655
A45574,R224188,H756,Posita dubitatione cartesiana certa veritatis norma habèri non potest,"Hare, Francis, 1671-1740.",s n,s l," 17th century. -- Sermons, English",1700
A00164,S115848,1016,"Lessus in funere Raphaelis Thorii medici et poetæ præstantissimi, qui Londini peste extinctus bonis et doctis omnibus triste sui desiderium reliquit, Anno 1625.","Aytoun, Robert, Sir, 1570-1638.",Printed by Edward Allde for Thomas Walkley,London," Early works to 1800. -- Funeral sermons --  17th century. --  Poetry -- Thorius, Raphael, d. 1625",1626
A00156,S115847,1015,"In obitum Thomæ Rhædi viri vndequaque meritissimi, et serenissimo regi ab epistolis Latinis epicedium.","Aytoun, Robert, Sir, 1570-1638.",By E Allde,London," Early works to 1800. -- Funeral sermons --  17th century. -- Reid, Thomas, d. 1624 --  Poetry",1624
A09418,S105978,19710,"The foundation of Christian religion gathered into sixe principles. And it is to bee learned of ignorant people, that they may be fit to hear sermons with profit, and to receiue the Lords Supper with comfort.","Perkins, William, 1558-1602.",Printed by Thomas Orwin for Iohn Porter,London, Early works to 1800. -- Theology,1591
A11848,S1133,22150,"Fury fiered, or, Crueltie scourged preached at S. Buttolphs without Bishops-gate, Nouem. 18. 1623 / by Iohn Sedguuick ...","Sedgwick, John, 1600 or 1601-1643.",by I L for William Sheffard and be sold at his shop at the entring of Popes head Alley out of Lumbard streete,London," 17th century. -- Sermons, English",1624
A18019,S270,4668.5,"Achitophel, or, The picture of a wicked politician devided into three parts : a treatise presented heretofore in three sermons to the Vniversitie of Oxford and now published / by Nathanael Carpent[er].","Carpenter, Nathanael. 1589-1628?",Imprinted by the Company of Stationers,Dublin," 17th century. -- Sermons, English",1627
